codice,descrizione,quantita,id,esploso
Q174B0416T1F,Bullone M4 16 con rondella elastica e rondella piana,1,04-mag,Y0205004
Q304B04,Dado esagonale,1,04-giu,Y0205004
2101012-Y01,Scatola campionamento HV,1,04-lug,Y0205004
Q174B0414T1F,Bullone M4 14 con rondella elastica e rondella piana,4,04-ago,Y0205004
Q32004,Dado esagonale con flangia,4,04-set,Y0205004
2109015-Y01,Rel  150A,1,04-ott,Y0205004
Q174B0620T1F,Bullone M6 20 con rondella elastica e rondella piana,2,04-nov,Y0205004
2109016-Y01,Rel  50A,1,04-dic,Y0205004
Q174B0620T1F,Bullone M6 20 con rondella elastica e rondella piana,2,apr-13,Y0205004
S32006003,Dado esagonale con flangia,2,apr-13,Y0205004
2109017-Y01,Rel  20A,2,apr-14,Y0205004
Q174B0416T1F,Bullone M4 16 con rondella elastica e rondella piana,4,apr-15,Y0205004
Q32004,Dado esagonale con flangia,4,apr-15,Y0205004
2109018-Y01,Fusibile ritardato 300A 750V,1,apr-16,Y0205004
Q174B0818T1F,Bullone M8 18 con rondella elastica e rondella piana,2,apr-17,Y0205004
2109119-Y01,Fusibile ritardato 50A 750V,1,apr-18,Y0205004
Q174B0614T1F,Bullone M6 14 con rondella elastica e rondella piana,2,apr-19,Y0205004
2109111-Y01,Fusibile ritardato 20A 750V,1,apr-20,Y0205004
Q174B0614T1F,Bullone M6 14 con rondella elastica e rondella piana,2,apr-19,Y0205004
2109112-Y01,Resistenza pre?carica 75? 100W,1,apr-21,Y0205004
Q174B0414T1F,Bullone M4 14 con rondella elastica e rondella piana,6,apr-22,Y0205004
Q32004,Dado esagonale con flangia,6,apr-23,Y0205004
Q174B0614T1F,Bullone M6 14 con rondella elastica e rondella piana,2,apr-24,Y0205004
2109113Y0205,Cablaggio comunicazione scatola alta tensione,1,apr-23,Y0205004
S14606005,Bullone esagonale con rondella elastica e rondella piana M6 16,4,Y0205004,
2103000-Y01,Assieme motore di trazione,1,Y0205005,
2103010-Y01,Motore (7.5KW),1,1,Y0205005
Q1841255,Bullone esagonale con flangia,4,2,Y0205005
S40312001,Rondella elastica,4,3,Y0205005
Q401B12,Rondella piana,4,4,Y0205005
S34012001,Dado esagonale tipo 1,4,5,Y0205005
2103020-Y01,Piastra pressacavo fasi,1,6,Y0205005
S32006003,Dado esagonale con flangia,2,7,Y0205005
2105000Y0205,Assieme cablaggio alta tensione,1,Y0205006,
2105010-Y01,Cablaggio positivo controller motore,1,1,Y0205006
2105020-Y01,Cablaggio negativo controller motore,1,2,Y0205006
2105030Y0205,Cablaggio alta tensione sistema ausiliario,1,3,Y0205006
2105040-Y01,Morsetto doppio tubo (?34),2,4,Y0205006
S32006003,Dado esagonale con flangia,2,5,Y0205006
2105050-Y01,Cablaggio commutazione interruttore power?off,1,6,Y0205006
2105060-Y01,Fascetta doppia testa (19mm),1,7,Y0205006
2107000Y0200,Sistema di ricarica,1,Y0205007,
2107060Y0200,Assieme OBC + DCDC,1,1,Y0205007
S18408006,Bullone esagonale con flangia,1,2,Y0205007
S18608002,Bullone esagonale con flangia,2,3,Y0205007
2107070Y0200,Staffa collegamento OBC + DCDC,1,4,Y0205007
S18608002,Bullone esagonale con flangia,2,5,Y0205007
2107020Y0200,Presa di ricarica standard europea,1,6,Y0205007
2107030-Y01,Caricatore EV (EN),1,7,Y0205007
2107040-Y01,Caricatore doppia testa (EN),1,8,Y0205007
2107050-Y01,Borsa pistola di ricarica,1,9,Y0205007
2108000Y0205,Assieme VBU,1,Y0205008,
2108010Y0205,Unit  controllo veicolo,1,1,Y0205008
S32006003,Dado esagonale con flangia,4,2,Y0205008
2142000-Y01,Assieme controller motore,1,Y0205009,
2142010-Y01,Controller motore,1,1,Y0205009
Q1460820,Bullone M8 20 con rondella elastica e rondella piana,4,2,Y0205009
3600000-Y01,Unit  elettronica veicolo,1,Y02050010,
3601010Y0205,Modulo controllo carrozzeria (BCM),1,1,Y02050010
S32006003,Dado esagonale con flangia,2,2,Y02050010
3700000-Y01,Equipaggiamento elettrico veicolo,1,Y02050011,
3703010-Y01,Batteria 12V,1,1,Y02050011
3704010-Y01,Interruttore avviamento passivo,1,2,Y02050011
3721010-Y01,Clacson alta tonalit ,1,3,Y02050011
Q1860630,Bullone esagonale con flangia M6 30,1,4,Y02050011
3736010-Y01,Interruttore power?off,1,5,Y02050011
3736011-Y01,Guaina protezione interruttore power?off,1,Y02050011,
S14606005,Bullone M6 16 con rondella elastica e rondella piana,2,6,Y02050011
3746010-Y01,Interruttore alzacristalli,2,9,Y02050011
3766010-Y01,Interruttore avviso,1,10,Y02050011
3774010-Y01,Assieme devio?luci,1,11,Y02050011
S23004001,Vite testa cilindrica a croce,2,12,Y02050011
3778010-Y01,Blocco volante,1,13,Y02050011
3781010-Y01,Interruttore marce,1,14,Y02050011
3781010-Y01-A,Interruttore marce (senza posizione S),1,Y02050011,
3782010-Y01,Interruttore regolazione specchietto elettrico,1,15,Y02050011
3790010-Y01,Cilindro serratura porta sinistra,1,16,Y02050011
3790030-Y01,Seeger cilindro serratura porta sinistra,1,17,Y02050011
3790020-Y01,Interruttore apertura portellone,1,18,Y02050011
3791010-Y01,Telecomando,2,19,Y02050011
3791010Y0201,Telecomando (versione ENI),1,Y02050011,
3791020-Y01,Interruttore PE (con antenna),1,20,Y02050011
3504102-Y01,Interruttore freno,2,21,Y02050011
3721020-Y01,Allarme bassa velocit  (AVAS),1,24,Y02050011
S32006003,Dado esagonale con flangia,2,Y02050011,
ST0205,Vite autofilettante M2 5,2,Y02050011,
3820000-Y01,Assieme schermo centrale,1,Y02050012,
3820010-Y01,"Schermo centrale (7"")",1,1,Y02050012
3820020Y0202,"Schermo centrale (7"")",1,Y02050012,
S27348002,Vite autofilettante testa larga semitonda,4,2,Y02050012
3820012-Y01,Supporto telefono,1,3,Y02050012
4000000Y0205,Assieme cablaggio bassa tensione,1,Y02050013,
4002010Y0205,Cablaggio vano anteriore,1,1,Y02050013
4002020-Y01,Cablaggio tetto,1,2,Y02050013
4002020Y0200,Cablaggio tetto (versione Hall),1,2,Y02050013
4002030-Y01,Cablaggio porta sinistra,1,3,Y02050013
4002030Y0200,Cablaggio porta sinistra (versione Hall),1,3,Y02050013
4002040-Y01,Cablaggio porta destra,1,4,Y02050013
4002040Y0200,Cablaggio porta destra (versione Hall),1,4,Y02050013
4003010Y0205,Cablaggio principale,1,5,Y02050013
4003010Y0200,Cablaggio principale (versione Hall),1,5,Y02050013
4003010Y0201,Cablaggio principale (versione Hall ENI),1,5,Y02050013
S18606003,Bullone esagonale con flangia,2,6,Y02050013
S27348002,Vite autofilettante testa larga semitonda,2,7,Y02050013
4003020Y0205,Cablaggio cruscotto ausiliario,1,8,Y02050013
4013010-Y01,Cablaggio portellone,1,9,Y02050013
4013010Y0200,Cablaggio portellone (versione Hall),1,9,Y02050013
4013020-Y01,Cablaggio paraurti posteriore,1,10,Y02050013
5200000-Y01,Sistema tergicristalli e lavavetri,1,Y02050014,
5205010Y200,Motore tergicristallo,1,1,Y02050014
S32006003,Dado esagonale con flangia,4,2,Y02050014
5205020Y0200,Braccio tergicristallo (con tubo ugello),1,3,Y02050014
5205030Y0200,Lama tergicristallo,1,4,Y02050014
5207010-Y01,Assieme serbatoio lavavetri (con tubo acqua),1,5,Y02050014
Q1860635,Bullone esagonale con flangia M6 35,2,6,Y02050014
5207020Y0200,Assieme tubo a due vie,1,7,Y02050014
5205040Y0200,Cappuccio dado tergicristallo anteriore,1,8,Y02050014
S32006003,Dado esagonale con flangia,1,9,Y02050014
8100000Y0205,Sistema aria condizionata,1,Y02050015,
8103010Y0205,Assieme compressore elettrico,1,1,Y02050015
S32008001,Dado esagonale con flangia,4,2,Y02050015
8103020-Y01,Unit  controllo compressore,1,3,Y02050015
S32006003,Dado esagonale con flangia,4,4,Y02050015
8105010Y0205,Assieme condensatore,1,5,Y02050015
8107010Y0205,Assieme HVAC,1,6,Y02050015
S32006003,Dado esagonale con flangia,3,7,Y02050015
Q402B06,Guarnizione,3,8,Y02050015
8108010Y0205,Tubo aspirazione compressore (EU filler),1,9,Y02050015
8108020Y0205,Tubo scarico compressore,1,10,Y02050015
8108030Y0205,Tubo ingresso fluido serbatoio evaporazione,1,11,Y02050015
S14606002,Bullone esagonale con rondella elastica e rondella piana,5,12,Y02050015
8112010Y0205,Assieme pannello controllo aria condizionata,1,13,Y02050015
S27342003,Vite autofilettante testa larga semitonda 4.2 13,2,14,Y02050015
Q1460625,Bullone esagonale con rondella elastica e rondella piana,4,15,Y02050015
S14606005,Bullone M6 16 con rondella elastica e rondella piana,2,16,Y02050015
7900000-Y01,Dispositivo comunicazione informazioni,1,Y02050016,
7903010-Y01,Antenna avviamento,1,1,Y02050016
S32006003,Dado esagonale con flangia,2,2,Y02050016
7911010-Y01,Altoparlante,1,3,Y02050016
S27348002,Vite autofilettante testa larga semitonda,4,4,Y02050016
7925040-Y01,T-BOX (4G),1,5,Y02050016
S32006003,Dado esagonale con flangia,2,6,Y02050016
7925020-Y01,Assieme USB cruscotto ausiliario,1,7,Y02050016
7925030-Y01,Assieme USB cruscotto,1,8,Y02050016
2901000-Y01,Sospensione anteriore,1,Y02050017,
2801100Y0210,Assieme telaio ausiliario anteriore,1,1,Y02050017
S18510001,Bullone esagonale con flangia,8,2,Y02050017
Q1841050TF61,Bulloni flangiati,8,Y02050017,
Q1461025,Bullone M10 25 con rondella elastica e rondella piana,8,Y02050017,
2904100Y0210,Assieme braccio oscillante anteriore,2,03-apr,Y02050017
S18510006,Dado esagonale all?metal a coppia prevalente con flangia,2,5,Y02050017
S33110001,Dado esagonale all?metal a coppia prevalente con flangia,2,6,Y02050017
Q32010,Dado esagonale con flangia,2,6,Y02050017
2906100-Y01,Assieme barra stabilizzatrice,1,7,Y02050017
2906101Y0210,Barra stabilizzatrice anteriore,1,8,Y02050017
2906102-Y01,Boccola barra stabilizzatrice,2,9,Y02050017
2906103Y0210,Staffa montaggio barra stabilizzatrice,2,10,Y02050017
2906105-Y01,Boccola terminale barra stabilizzatrice,4,11,Y02050017
2906108Y0210,Grande rondella ?12,2,12,Y02050017
2906107-Y01,Grande rondella ?16,2,13,Y02050017
S38312001,Dado esagonale scanalato tipo II,2,14,Y02050017
S50032001,Spina di sicurezza,2,15,Y02050017
Q1461030,Bullone esagonale con rondella elastica e rondella piana,4,16,Y02050017
2904101-Y01,Assieme ammortizzatore anteriore sinistro,1,1,Y02050018
2904102-Y01,Assieme ammortizzatore anteriore destro,1,2,Y02050018
S32008001,Dado esagonale con flangia,4,3,Y02050018
S18512001,Bullone esagonale con flangia,4,4,Y02050018
S33112001,Dado esagonale all?metal a coppia prevalente con flangia,4,5,Y02050018
3501101-Y01,Freno anteriore sinistro con fusello sterzo,1,6,Y02050018
3501102-Y01,Freno anteriore destro con fusello sterzo,1,7,Y02050018
3501113-Y01,Assieme pinza freno sinistra,1,8,Y02050018
3501112-Y01,Fusello sterzo sinistro,1,9,Y02050018
3501120-Y01,Pastiglie freno,4,10,Y02050018
3501115-Y01,Bullone montaggio staffa,4,11,Y02050018
3501123-Y01,Assieme pinza freno destra,1,12,Y02050018
3501122-Y01,Fusello sterzo destro,1,13,Y02050018
3501111-Y01,Disco freno anteriore,2,14,Y02050018
S18510005,Bullone esagonale con flangia,2,15,Y02050018
S33110001,Dado esagonale all?metal a coppia prevalente con flangia,2,16,Y02050018
3501118-Y01,Anello dentato,2,17,Y02050018
3501119-Y01,Bulloni limitatori cuscinetto,2,18,Y02050018
2911000-Y01,Sospensione posteriore,1,Y02050019,
2912135-Y01,Rondella anello di ritegno,1,Y02050019,
2912100-Y01,Assieme asse motrice posteriore,1,1,Y02050019
2912111-Y01,Tubo asse,1,2,Y02050019
2912112-Y01,Assieme riduttore principale,1,3,Y02050019
2912113-Y01,Pinza freno,1,4,Y02050019
2912114-Y01,Pinza freno,1,5,Y02050019
2912129-Y01,Bullone montaggio staffa,4,6,Y02050019
2912115-Y01,Pastiglie freno,4,7,Y02050019
2912116-Y01,Disco freno posteriore,2,8,Y02050019
2912166-Y01,Rondella tenuta motore,1,9,Y02050019
2912119-Y01,Dado tappo riempimento,1,10,Y02050019
2912132-Y01,Guarnizione tappo riempimento,1,Y02050019,
2912120-Y01,Dado tappo scarico,1,11,Y02050019
2912133-Y01,Guarnizione tappo scarico,1,Y02050019,
2912121-Y01,Valvola sfiato,1,12,Y02050019
2912123-Y01,Semiasse sinistro,1,13,Y02050019
2912124-Y01,Semiasse destro,1,14,Y02050019
2912125-Y01,Paraolio semiasse,2,15,Y02050019
2912126-Y01,Paraolio albero ingresso,1,16,Y02050019
2912127-Y01,Seeger foro,2,17,Y02050019
2912128-Y01,Paraspruzzi,2,18,Y02050019
2912118-Y01,Dado bloccaggio disco freno,2,19,Y02050019
Q5004036,Spina di bloccaggio,2,20,Y02050019
2914300-Y01,Assieme barra di spinta,2,21,Y02050019
S18512004,Bullone esagonale con flangia,6,22,Y02050019
S33112001,Dado esagonale all?metal a coppia prevalente con flangia,10,23,Y02050019
Q1851020,Bullone esagonale con flangia,2,24,Y02050019
2912017-Y01,Staffa montaggio motore,1,25,Y02050019
S18606004,Bullone esagonale con flangia,2,26,Y02050019
2912130-Y01,Dado esagonale con flangia,2,27,Y02050019
2912131-Y01,Bullone esagonale con flangia,7,28,Y02050019
2915100-Y01,Ammortizzatore posteriore,2,29,Y02050019
S18512001,Bullone esagonale con flangia,2,30,Y02050019
S34012001,Dado esagonale tipo 1,2,31,Y02050019
S40212002,Rondella grande,2,32,Y02050019
S40312001,Rondella elastica,2,33,Y02050019
2912011-Y01,Molla elicoidale posteriore,2,34,Y02050019
2912012Y0210,Sede superiore molla posteriore,2,35,Y02050019
2912013Y0210,Tampone posteriore,2,36,Y02050019
2914200-Y01,Barra stabilizzatrice posteriore,1,37,Y02050019
S18512003,Bullone esagonale con flangia,1,38,Y02050019
Q218B0810,Vite testa cilindrica esagonale incassata,8,39,Y02050019
3100000-Y01,Sistema ruote,1,Y02050020,
3100100-Y01,"Assieme ruota in acciaio 14""",4,1,Y02050020
3100101-Y01,Pneumatico (155/65?R14),1,2,Y02050020
3100109-Y01,Pneumatico invernale (155/65?R14),1,2,Y02050020
3100106-Y01,"Ruota in acciaio 14""",1,3,Y02050020
3100102-Y01,Valvola gonfiaggio,1,4,Y02050020
3106107Y0240,Dado ruota (ruota acciaio),4,5,Y02050020
3100110-Y01,"Assieme ruota in alluminio 15""",4,6,Y02050020
3100111-Y01,Pneumatico (155/60?R15),1,7,Y02050020
3100112-Y01,Pneumatico quattro stagioni (155/60?R15),1,7,Y02050020
3100105-Y01,"Ruota in alluminio 15""",1,8,Y02050020
3100113-Y01TR413,Valvola ciclo,1,9,Y02050020
3106106Y0240,Dado ruota (ruota acciaio),4,10,Y02050020
3400000-Y01,Sistema sterzo,1,Y02050021,
3400101-Y01,Assieme scatola sterzo con tirante,1,1,Y02050021
3400111-Y01,Corpo scatola sterzo con tirante interno,1,2,Y02050021
3400118-Y01,Staffa fermo,1,3,Y02050021
3400113-Y01,Testina sterzo,2,4,Y02050021
3400102-Y01,Assieme albero sterzo inferiore,1,5,Y02050021
3400103-Y01,Assieme colonna sterzo,1,6,Y02050021
3400134-Y01,Corpo volante,1,7,Y02050021
S18608002,Bullone esagonale con flangia,2,8,Y02050021
S18608005,Bullone esagonale con flangia,1,9,Y02050021
S32008001,Dado esagonale con flangia,1,10,Y02050021
S38312001,Dado esagonale scanalato tipo II,2,11,Y02050021
S50032001,Spina di sicurezza,2,12,Y02050021
S18608002,Bullone esagonale con flangia,2,13,Y02050021
Q1841050,Bullone esagonale con flangia,2,14,Y02050021
3400135-Y01,Copertura clacson,1,15,Y02050021
3400123-Y01,Colonna sterzo meccanica,1,16,Y02050021
3400124-Y01,Giunto universale colonna sterzo,1,17,Y02050021
3400125-Y01,Dado esagonale all?metal a coppia prevalente con flangia,1,18,Y02050021
3400126-Y01,Bullone esagonale,3,19,Y02050021
3400132-Y01,Asse sterzo inferiore,1,20,Y02050021
3400108-Y01,Protezione albero inferiore colonna sterzo,1,21,Y02050021
3400104-Y01,Assieme volante,1,22,Y02050021
3400114-Y01,Copertura antipolvere,2,23,Y02050021
3500000-Y01,Sistema frenante,1,Y02050022,
3508100-Y01,Assieme meccanismo freno di stazionamento,1,1,Y02050022
3508101-Y01,Pedale freno di stazionamento,1,2,Y02050022
S51008001,Perno asse,1,Y02050022,
S50032001,Spina di sicurezza,1,Y02050022,
3508102-Y01,Cavo freno di stazionamento anteriore,1,3,Y02050022
3508103-Y01,Cavo freno di stazionamento posteriore sinistro,1,4,Y02050022
3508104-Y01,Cavo freno di stazionamento posteriore destro,1,5,Y02050022
S32008001,Dado esagonale con flangia,3,6,Y02050022
S18606003,Bullone esagonale con flangia,3,7,Y02050022
3506048-Y01,Anello di ritegno molla cavo freno,1,8,Y02050022
S50108001,Perno di bloccaggio,1,9,Y02050022
3540102-Y01,Assieme serbatoio vuoto,1,1,Y02050023
3540121-Y01,Serbatoio vuoto,1,2,Y02050023
3540122-Y01,Tappo di tenuta,1,3,Y02050023
3540123-Y01,Assieme centralina,1,4,Y02050023
3540124-Y01,Tubo in silicone (655),1,5,Y02050023
3540125-Y01,Fascetta tubo,2,6,Y02050023
S18406003,Bullone esagonale con flangia,2,7,Y02050023
Q402B06,Guarnizione,2,8,Y02050023
Q67405100,Fascetta plastica,1,9,Y02050023
3540103-Y01,Assieme pompa a vuoto elettronica,1,10,Y02050023
3540131-Y01,Pompa a vuoto,1,11,Y02050023
3540132-Y01,Gommino antivibrazione,4,12,Y02050023
3540133-Y01,Tubo in gomma 90 5mm,1,13,Y02050023
3540134-Y01,Filtro,1,14,Y02050023
3540135-Y01,Tubo in gomma 115 5mm,1,15,Y02050023
3540136-Y01,Giunto a T,1,16,Y02050023
3540125-Y01,Fascetta tubo,8,17,Y02050023
Q1860630,Bulloni esagonali con flangia M6 30,4,18,Y02050023
3540101-Y01,Servofreno con cilindro maestro,1,1,Y02050024
3540111-Y01,Servofreno,1,2,Y02050024
3540113-Y01,Serbatoio olio freni,1,3,Y02050024
3540114-Y01,Tappo serbatoio liquido freni,5,4,Y02050024
3550101-Y01,Centralina ABS,1,5,Y02050024
3550111-Y01,Boccola montaggio centralina ABS,1,6,Y02050024
3506105-Y01,Anello di ritegno molla tubo freno,4,7,Y02050024
3506106-Y01,Bullone forato,4,8,Y02050024
3506112-Y01,Tubo freno posteriore,2,9,Y02050024
3504101-Y01,Assieme pedale freno,1,10,Y02050024
S32008001,Dado esagonale con flangia,4,11,Y02050024
Q1840820,Bullone esagonale con flangia,2,12,Y02050024
3506109-Y01,Tubo freno anteriore sinistro,1,13,Y02050024
3506111-Y01,Tubo freno anteriore destro,1,14,Y02050024
3506114-Y01,Tubo freno posteriore destro sezione anteriore,1,15,Y02050024
3506121-Y01,Tubo freno posteriore destro sezione posteriore,1,16,Y02050024
3506115-Y01,Tubo freno posteriore sinistro sezione anteriore,1,17,Y02050024
3506122-Y01,Tubo freno posteriore sinistro sezione posteriore,1,18,Y02050024
3506101-Y01,Tubo cilindro maestro ? ABS,2,19,Y02050024
3506113Y0210,Clip tubo doppio foro,4,20,Y02050024
3506116Y0210,Clip tubo foro singolo,4,21,Y02050024
3506107-Y01,Rondella in rame,8,22,Y02050024
3550300-Y01,Sensore velocit  ruota anteriore,2,23,Y02050024
3550302-Y01,Staffa sensore velocit  ruota anteriore,2,24,Y02050024
Q1860816,Bullone flangiato esagonale,4,25,Y02050024
S18606003,Bullone esagonale con flangia,2,26,Y02050024
S32006003,Dado esagonale con flangia,2,27,Y02050024
3550400-Y01,Sensore velocit  ruota posteriore,2,28,Y02050024
S18606003,Bullone esagonale con flangia,2,29,Y02050024
3506104-Y01,Tubo freno anteriore,2,30,Y02050024
5010010-Y01,Assieme scocca grezza,1,1,Y02050025
5101210-Y01,Assieme telaio vano anteriore,1,2,Y02050025
5101170-Y01,Assieme telaio pavimento intermedio,1,3,Y02050025
5101230-Y01,Assieme telaio pavimento posteriore,1,4,Y02050025
5101130-Y01,Assieme supporto molla sospensione anteriore sinistra,1,5,Y02050025
5101140-Y01,Assieme supporto molla sospensione anteriore destra,1,6,Y02050025
5301000-Y01,Assieme paratia anteriore,1,7,Y02050025
5101750-Y01,Assieme vasca sedile,1,8,Y02050025
5101940-Y01,Assieme pavimento posteriore,1,9,Y02050025
5601110-Y01,Assieme lamiera esterna parete posteriore,1,10,Y02050025
5401350-Y01,Componente pannello interno montante A sinistro,1,11,Y02050025
5401360-Y01,Componente pannello interno montante A destro,1,12,Y02050025
5401230-Y01,Assieme pannello interno soglia sinistra,1,13,Y02050025
5401240-Y01,Assieme pannello interno soglia destra,1,14,Y02050025
5401030-Y01,Assieme pannello interno soglia parete laterale sinistra,1,15,Y02050025
5401040-Y01,Assieme pannello interno soglia parete laterale destra,1,16,Y02050025
5401010-Y01,Assieme parete laterale sinistra,1,17,Y02050025
5401020-Y01,Assieme parete laterale destra,1,18,Y02050025
5701010-Y01,Assieme copertura tetto,1,19,Y02050025
5101900-Y01,Assieme pannello accesso,1,Y02050026,
5101901-Y01,Pannello accesso,1,1,Y02050026
5101903-Y01,Guarnizione pannello accesso,1,2,Y02050026
S18606003,Bullone esagonale con flangia,4,3,Y02050026
5301813-Y01,Piastra di pressione,1,1,Y02050027
5301811-Y01,Tirante batteria,2,2,Y02050027
S32006003,Dado esagonale con flangia,2,3,Y02050027
5401170-Y01,Staffa montaggio trave tubolare sinistra,1,1,Y02050028
5401180-Y01,Staffa montaggio trave tubolare destra,1,2,Y02050028
S18606003,Bullone esagonale con flangia,8,3,Y02050028
5101273-Y01,Staffa montaggio condensatore,2,1,Y02050029
S18606003,Bullone esagonale con flangia,2,2,Y02050029
6101010-Y01,Assieme saldatura porta sinistra,1,1,Y02050030
6101020-Y01,Assieme saldatura porta destra,1,2,Y02050030
6106010-Y01,Cerniera superiore porta laterale,2,3,Y02050030
6106030-Y01,Cerniera inferiore porta laterale,2,4,Y02050030
S18608010,Bullone esagonale con flangia,16,5,Y02050030
6301710-Y01,Assieme traversa superiore telaio interno portellone,1,1,Y02050031
6301591-Y01,Piastra montaggio serratura portellone,1,2,Y02050031
6301552-Y01,Piastra montaggio tampone destro portellone,1,3,Y02050031
6301551-Y01,Piastra montaggio tampone sinistro portellone,1,4,Y02050031
6306310-Y01,Cerniera portellone,2,5,Y02050031
S32008001,Dado esagonale con flangia,4,6,Y02050031
S18408002,Bullone esagonale con flangia,4,7,Y02050031
Q2734812,Vite autofilettante testa larga semitonda,6,8,Y02050031
S23006002,Vite testa cilindrica con rondella elastica e rondella piana,22,9,Y02050031
5103520-Y01,Assieme staffa montaggio intermedia paraurti posteriore,1,1,Y02050032
S18608009,Bullone esagonale con flangia,2,2,Y02050032
5101263-Y01,Staffa montaggio tubo freno posteriore sinistro,1,1,Y02050033
5101264-Y01,Staffa montaggio tubo freno posteriore destro,1,2,Y02050033
S18606003,Bullone esagonale con flangia,6,3,Y02050033
5101467-Y01,Piastra montaggio interruttore power?off,1,1,Y02050034
5101216-Y01,Staffa montaggio allarme bassa velocit ,1,1,Y02050035
S18606003,Bullone esagonale con flangia,2,2,Y02050035
5301700-Y01,Assieme trave trasversale cruscotto,1,Y02050035,
5301710-Y01,Assieme corpo trave cruscotto,1,1,Y02050036
S18606003,Bullone esagonale con flangia,2,2,Y02050036
ZH2204-21,Dado lamellare tipo A,4,3,Y02050036
S18608009,Bullone esagonale con flangia,4,4,Y02050036
S32006003,Dado esagonale con flangia,2,5,Y02050036
5107000-Y01,Sistema tappi chiusura,1,Y02050037,
5107011-Y01,Tappo chiusura ?10,11,1,Y02050037
5107016-Y01,Tappo chiusura ?15,2,2,Y02050037
5107013-Y01,Tappo chiusura ?20,16,3,Y02050037
5107015-Y01,Tappo chiusura ?30,6,4,Y02050037
5107014-Y01,Tappo chiusura ?40,4,5,Y02050037
5107001-Y01,Tampone portellone,2,6,Y02050037
5107003-Y01,Tampone porta laterale,6,7,Y02050037
5107017-Y01,Etichetta foro PET ?20,2,8,Y02050037
5107018-Y01,Etichetta foro PET ?25,4,9,Y02050037
5107019-Y01,Etichetta foro PET ?30,1,10,Y02050037
3400105-Y01,Boccola colonna sterzo,1,11,Y02050037
5107021-Y01,Tappo tubo quadro 40 40 m3,2,12,Y02050037
6309100-Y01,Sistema barra di sostegno portellone,1,Y02050038,
6309110-Y01,Molla a gas,2,1,Y02050038
6309101-Y01,Staffa montaggio barra pneumatica portellone sinistra,1,2,Y02050038
6309102-Y01,Staffa montaggio barra pneumatica portellone destra,1,3,Y02050038
6309103-Y01,Perno sferico molla a gas,2,4,Y02050038
S18606003,Bullone esagonale con flangia,4,5,Y02050038
6101000-Y01,Assieme rivestimento guida binario,1,Y02050039,
6101760-Y01,Assieme rivestimento guida binario anteriore porta sinistra,1,1,Y02050039
6101740-Y01,Assieme rivestimento guida binario anteriore porta destra,1,2,Y02050039
6101730-Y01,Assieme rivestimento guida binario posteriore porta sinistra,1,3,Y02050039
6107133-Y01,Blocco montaggio finestrino triangolare posteriore sinistro,1,4,Y02050039
6101750-Y01,Assieme rivestimento guida binario posteriore porta destra,1,5,Y02050039
6107134-Y01,Blocco montaggio finestrino triangolare posteriore destro,1,6,Y02050039
