codice;descrizione;quantita;id;esploso
5306163Y0210;"Etichetta pneumatico - 14""";1;6;Y02100005
5306164Y0210;"Etichetta pneumatico - 15""";;;Y02100005
3100104-Y01;Copricerchio;4;7;Y02100005
3100120-Y01;Assieme copricerchio ruota in acciaio;4;8;Y02100005
3400000-Y01;Sistema sterzo;;;Y02100006
3400186Y0210;Strumento calibrazione zero;;;Y02100006
3400101-Y01;Scatola guida con tiranti;1;1;Y02100006
3400101Y0210A;Scatola guida con tiranti;1;1;Y02100006
3400101Y0210B;Scatola guida con tiranti;1;1;Y02100006
3400111-Y01;Scatola guida con tirante interno;1;2;Y02100006
3400118-Y01;Staffa fermo;1;3;Y02100006
3400113-Y01;Testina sterzo;2;4;Y02100006
3400102-Y01;Assieme albero sterzo inferiore;1;5;Y02100006
3400102Y0210;Assieme albero sterzo inferiore;1;5;Y02100006
3400103-Y01;Assieme colonna sterzo;1;6;Y02100006
3400103Y0210;Assieme colonna sterzo;1;6;Y02100006
3400134-Y01;Corpo volante;1;7;Y02100006
S18608009;Bullone esagonale con flangia;2;8;Y02100006
S18608005;Bullone esagonale con flangia;1;9;Y02100006
S32008002;Dado esagonale con flangia;1;10;Y02100006
Q1860870TF36Y;Dado esagonale con flangia;1;10;Y02100006
S38312001;Dado scanalato esagonale tipo 2;2;11;Y02100006
S50032001;Spina elastica;2;12;Y02100006
S18608009;Bullone esagonale con flangia;2;13;Y02100006
S18510004;Bullone esagonale con flangia;2;14;Y02100006
S18512002;Bullone esagonale con flangia;2;13;Y02100006
3400135-Y01;Copertura clacson;1;15;Y02100006
3400123-Y01;Colonna sterzo meccanica;1;16;Y02100006
3400124-Y01;Giunto universale colonna sterzo;1;17;Y02100006
3400125-Y01;Dado esagonale interamente metallico a coppia prevalente con flangia;1;18;Y02100006
3400126-Y01;Bullone testa esagonale;3;19;Y02100006
3400132-Y01;Assieme asse inferiore sterzo;1;20;Y02100006
3400108-Y01;Protezione albero inferiore sterzo;1;21;Y02100006
3400108Y0210;Protezione albero inferiore sterzo;1;21;Y02100006
3400104-Y01;Assieme volante;1;22;Y02100006
3400106-Y01;Colonna sterzo elettrica (EPS);1;23;Y02100006
3400106Y0210;Colonna sterzo elettrica (EPS);1;23;Y02100006
4003018Y0210LS;Cablaggio adattatore EPS;1;;Y02100006
3400141-Y01;Dado esagonale interamente metallico a coppia prevalente con flangia;1;24;Y02100006
3400142-Y01;Giunto universale colonna sterzo;1;25;Y02100006
3400143-Y01;Bullone testa esagonale;2;26;Y02100006
3400144-Y01;Staffa controller;1;27;Y02100006
3400145-Y01;Controller;1;28;Y02100006
Q146B0612;Bullone testa esagonale con rondella elastica e rondella piana;2;29;Y02100006
3400146-Y01;Motore;1;30;Y02100006
3400147-Y01;Bullone esagonale con flangia;2;31;Y02100006
3400148-Y01;Corpo colonna sterzo elettrica;1;32;Y02100006
S18606003;Bullone esagonale con flangia;2;33;Y02100006
3508101-Y01;Pedale freno di stazionamento;1;1;Y02100007
S32008001;Dado esagonale con flangia;3;2;Y02100007
3508102Y0210;Cavo freno di stazionamento anteriore;1;3;Y02100007
3508103Y0210;Cavo freno di stazionamento sinistro;1;4;Y02100007
3508104Y0210;Cavo freno di stazionamento destro;1;5;Y02100007
3506048Y0210;Anello fermamolla cavo freno;1;6;Y02100007
S50108001;Spina di bloccaggio;1;7;Y02100007
S18406003;Bullone esagonale con flangia;3;8;Y02100007
3540103Y0211;Pompa a vuoto elettronica;1;1;Y02100008
3540104Y0211;Tubo ventilazione pompa a vuoto elettronica;1;2;Y02100008
Q402B06;Guarnizione;2;3;Y02100008
3540102Y0211;Serbatoio del vuoto;1;4;Y02100008
3540108Y0211;Staffa serbatoio del vuoto;1;5;Y02100008
Q1840645;Bullone esagonale con flangia;4;6;Y02100008
3540106Y0210;Sensore vuoto;1;7;Y02100008
3540105Y0210;Tubo vuoto;1;8;Y02100008
3540101Y0210;Servofreno a depressione;1;1;Y02100009
S51008001;Spina asse;1;2;Y02100009
S50108001;Spina di bloccaggio;1;3;Y02100009
3504101Y0205;Assieme pedale freno;1;4;Y02100009
S32008001;Dado esagonale con flangia;4;5;Y02100009
Q1840820;Bullone esagonale con flangia;2;6;Y02100009
3506101Y0210;Tubo cilindro maestro ? ABS (1ª camera);1;7;Y02100009
3506102Y0210;Tubo cilindro maestro ? ABS (2ª camera);1;8;Y02100009
3506109Y0210;Tubo freno anteriore sinistro;1;9;Y02100009
3506111Y0210;Tubo freno anteriore destro;1;10;Y02100009
3506115Y0210;Tubo freno posteriore sinistro (sezione anteriore);1;11;Y02100009
3506114Y0210;Tubo freno posteriore destro (sezione anteriore);1;12;Y02100009
3506122Y0210;Tubo freno posteriore sinistro (sezione posteriore);1;13;Y02100009
3506121Y0210;Tubo freno posteriore destro (sezione posteriore);1;14;Y02100009
3506113Y0210;Clip tubo doppio foro;4;15;Y02100009
3506116Y0210;Clip tubo foro singolo;4;16;Y02100009
3550300-Y01;Sensore velocità ruota anteriore;2;17;Y02100009
3550302-Y01;Staffa sensore velocità ruota anteriore;2;18;Y02100009
S18608009;Bullone esagonale con flangia;4;19;Y02100009
S18606003;Bullone esagonale con flangia;2;20;Y02100009
S32006003;Dado esagonale con flangia;2;21;Y02100009
3550400-Y01;Sensore velocità ruota posteriore;2;22;Y02100009
S18606003;Bullone esagonale con flangia;2;23;Y02100009
3506104Y0210;Tubo freno anteriore;2;24;Y02100009
3506112Y0210;Tubo freno posteriore;2;25;Y02100009
3506106Y0210;Bulloni punzonati;4;26;Y02100009
3506107Y0210;Rondella di tenuta;8;27;Y02100009
3506105Y0210;Anello fermamolla tubo freno;4;28;Y02100009
3550101-Y01;Centralina ABS;1;29;Y02100009
3550111-Y01;Bussola fissaggio centralina ABS;1;30;Y02100009
3926010-Y01;Triangolo di emergenza;1;1;Y02100010
3926020-Y01;Gilet riflettente;1;2;Y02100010
2101000Y0210;Assieme batteria di trazione;;;Y02100011
2101020Y0210;Modulo batteria di trazione;3;3;Y02100011
2101024Y0210;Piastra coprimodulo 1;1;03-gen;Y02100011
2101025Y0210;Piastra coprimodulo 2;1;03-feb;Y02100011
2101026Y0210;Piastra fissaggio cablaggio;1;03-mar;Y02100011
2101037Y0210;Maniglia pacco batteria;1;03-apr;Y02100011
2101038Y0210;Lamiera fissaggio maniglia;2;03-mag;Y02100011
2101039Y0210;Film riscaldante Y02;1;03-giu;Y02100011
2101040Y0210;Anello di tenuta;3;03-lug;Y02100011
2101041Y0210;Connessione flessibile terminale positivo;1;03-ago;Y02100011
2101042Y0210;Connessione flessibile terminale negativo;1;03-set;Y02100011
2101043Y0210;Barra rigida rame terminale negativo;1;03-ott;Y02100011
2101011Y0210;BSU;1;03-nov;Y02100011
2101049Y0210-Z001;Cablaggio rapido assy;1;03-dic;Y02100011
2101044Y0210;Rivetti plastica foro 3.7 BNJ-0005B;5;mar-13;Y02100011
2101045Y0210;Valvola respirazione VV-P124-00-KS1;1;mar-14;Y02100011
2101055Y0210;Bulloni M6×12 Dacromet con flangia (adesivo nylon);3;mar-15;Y02100011
2101056Y0210;Bulloni M5×30 Dacromet con rondella elastica e piana;4;mar-16;Y02100011
2101057Y0210;Dadi esagonali Dacromet a coppia prevalente (inserto non metallico);2;mar-17;Y02100011
2101058Y0210;Viti M4×10 testa bombata Dacromet con rondelle;4;mar-18;Y02100011
2101060Y0210;Bulloni M4×20 Dacromet con rondelle;42;mar-19;Y02100011
2101061Y0210;Viti M3×10 testa bombata Dacromet con rondelle;4;mar-20;Y02100011
2101064Y0210;Viti M4×10 testa svasata Dacromet nere;4;mar-21;Y02100011
2101046Y0210;Rivetto BNJ-0181 foro 5.5;2;mar-22;Y02100011
2103010Y0210;Motore di trazione;1;1;Y02100012
S18408004;Bullone esagonale con flangia;3;2;Y02100012
4002616Y0210;Bullone M6 Bonding (filettatura FT);1;3;Y02100012
2103020Y0210;Piastra pressacavi fasi;1;4;Y02100012
S14606004;Bullone testa esagonale con rondelle;2;5;Y02100012
S32006002;Dado esagonale con flangia;2;6;Y02100012
S18406003;Bullone esagonale con flangia;1;;Y02100012
2103030Y0210;Cavo di massa;1;7;Y02100012
2108010Y0210;Unità controllo veicolo (VBU);1;1;Y02100013
S32006002;Dado esagonale con flangia;4;2;Y02100013
2142010Y0210;Controller motore;1;1;Y02100014
S18408004;Bullone esagonale con flangia;4;2;Y02100014
4002616Y0210;Bullone M6 Bonding (filettatura FT);1;3;Y02100014
2142040Y0210;Cavo massa MCU;1;4;Y02100014
7925040-Y01;T-BOX (4G);1;1;Y02100015
7925040Y0210;T-BOX (4G);1;1;Y02100015
7925041Y0210;Antenna GPS+4G;1;;Y02100015
S32006003;Dado esagonale con flangia;2;2;Y02100015
2101100Y0210-Z002;Dispositivo box batteria;1;1;Y02100016
2101019Y0210;Cablaggio positivo batteria;1;2;Y02100016
210101AY0210;Cablaggio negativo batteria;1;3;Y02100016
210101CY0210;Cablaggio comunicazione box batteria;1;4;Y02100016
210101H-Y01;Cavo collegamento moduli;2;5;Y02100016
210101B-Y01;Fast-plug box batteria;3;6;Y02100016
2101013Y0210;Boccola anti-attrito;6;7;Y02100016
2109100Y0210-Z001;Box alta tensione;1;;Y02100017
2109010Y0210;Assieme box alta tensione;1;1;Y02100017
2109011Y0210;Scatola box alta tensione;1;2;Y02100017
2109015Y0210;Relè 150A;1;3;Y02100017
2109016Y0210;Relè 60A;1;4;Y02100017
2109017-Y01;Relè 20A;3;5;Y02100017
2109211Y0210;Relè 40A;1;6;Y02100017
2109018-Y01;Fusibile lento 300A;1;7;Y02100017
2109111-Y01;Fusibile lento 20A;1;8;Y02100017
2109112-Y01;Resistenza pre-carica 75? 100W;1;9;Y02100017
2109113Y0210;Cablaggio comunicazione box alta tensione;1;10;Y02100017
2109119-Y01;Fusibile lento 50A;2;11;Y02100017
S14606005;Bullone M6×16 con rondelle;4;12;Y02100017
2101054Y0210;Etichetta avviso alta tensione;1;13;Y02100017
2109119Y0205;Splitter;1;14;Y02100017
2101012Y0210;Box acquisizione alta tensione;1;15;Y02100017
2105010Y0210;Cablaggio positivo controller motore;1;1;Y02100018
2105020Y0210;Cablaggio negativo controller motore;1;2;Y02100018
2105030Y0210;Cablaggio alta tensione sistema ausiliario;1;3;Y02100018
S32006003;Dado esagonale con flangia;1;4;Y02100018
2105060-Y01;Clip doppia testa tubo (19mm);4;5;Y02100018
S32006003;Dado esagonale con flangia;4;6;Y02100018
2105050Y0210;Cablaggio commutazione interruttore power-off;1;7;Y02100018
2107060Y0200;Assieme OBC+DCDC due-in-uno;1;1;Y02100019
S18408006;Bullone esagonale con flangia;1;2;Y02100019
S18608002;Bullone esagonale con flangia;2;3;Y02100019
S32008002;Dado esagonale con flangia;2;4;Y02100019
2107070Y0200;Staffa collegamento OBC+DCDC;1;5;Y02100019
S18608002;Bullone esagonale con flangia;2;6;Y02100019
2107020Y0210;Presa di ricarica (EN);1;7;Y02100019
S18606003;Bullone esagonale con flangia;4;8;Y02100019
2107030-Y01;Caricatore EV (EN);1;9;Y02100019
2107040-Y01;Caricatore doppia testa (EN);1;10;Y02100019
2107050-Y01;Borsa pistola ricarica;1;11;Y02100019
3601010Y0210;Modulo controllo carrozzeria (BCM);1;1;Y02100020
3601010Y0210A;Modulo controllo carrozzeria (BCM);1;;Y02100020
Q1860620;Bullone esagonale con flangia;3;2;Y02100020
3704010Y0210;Interruttore avvio passivo;1;3;Y02100020
3791020Y0210;Interruttore PE (con antenna);1;4;Y02100020
3601030Y0210;Antenna avvio;1;5;Y02100020
S27348002;Vite testa tonda 4.8×16;2;6;Y02100020
ZH1210;Supporto dado plastica;2;7;Y02100020
3791011Y0210;Chip telecomando;2;8;Y02100020
3703010-Y01;Batteria 12V;1;1;Y02100021
3721010Y0210;Clacson alta tonalità;1;2;Y02100021
S14606004;Bullone testa esagonale con rondelle;1;3;Y02100021
S32006002;Dado esagonale con flangia;1;4;Y02100021
3721020Y0210;Allarme bassa velocità (AVAS);1;5;Y02100021
S14606003;Bullone con rondelle;1;6;Y02100021
3736010-Y01;Interruttore power-off;1;7;Y02100021
3736011-Y01;Protezione interruttore power-off;1;8;Y02100021
S14606005;Bullone M6×16 con rondelle;2;9;Y02100021
3746010-Y01;Interruttore alzacristalli;2;10;Y02100021
3766010-Y01;Interruttore avviso;1;11;Y02100021
3774010Y0210;Assieme devio luci;1;12;Y02100021
S23004001;Vite testa cilindrica;2;13;Y02100021
3778010Y0200;Blocco volante;1;14;Y02100021
3781010Y0210;Interruttore marce;1;15;Y02100021
3782010-Y01;Interruttore regolazione specchietti;1;16;Y02100021
3790020-Y01;Interruttore apertura portellone;1;17;Y02100021
3790040Y0210;Assieme porta mobile paraurti posteriore;1;17;Y02100021
3504102Y0210;Interruttore freno;1;18;Y02100021
3504102-Y01;Interruttore freno;1;19;Y02100021
3736020Y0200;Protezione interruttore power-off;1;20;Y02100021
3790010Y0210;Cilindro serratura porta sinistra;1;1;Y02100022
3790030-Y01;Seeger serratura porta sinistra;1;2;Y02100022
3791010Y0210;Guscio chiave telecomando;2;3;Y02100022
3791012Y0210;Ingranaggio chiave;1;4;Y02100022
3791012Y0210A;Ingranaggio chiave;1;;Y02100022
3791001Y0210;Assieme chiave telecomando;2;5;Y02100022
3790010Y0210-Z001;Cilindro serratura porta sinistra;1;6;Y02100022
4002010Y0210;Cablaggio vano anteriore;1;1;Y02100023
4002020Y0210;Cablaggio tetto versione Hall;1;2;Y02100023
4002030Y0210;Cablaggio porta sinistra (versione Hall);1;3;Y02100023
4002040Y0210;Cablaggio porta destra (versione Hall);1;4;Y02100023
4003010Y0210;Cablaggio principale;1;5;Y02100023
Q1860620;Bullone esagonale con flangia;2;6;Y02100023
S27348002;Vite autofilettante testa larga semitonda croce 4.8×16;2;7;Y02100023
4003020Y0210;Cablaggio cruscotto ausiliario;1;8;Y02100023
4013010Y0200;Cablaggio portellone (versione Hall);1;9;Y02100023
4013020Y0210;Cablaggio paraurti posteriore;1;10;Y02100023
4014010Y0210;Cablaggio serratura batteria;1;11;Y02100023
4002011Y0210;Cablaggio negativo;1;12;Y02100023
4002616Y0210;Bullone di massa M6 (filettatura FT);8;13;Y02100023
4002816Y0210;Bullone di massa M8 (filettatura FT);1;14;Y02100023
3820010Y0200;Schermo centrale (7 pollici);1;1;Y02100024
3820010Y0200A;Schermo centrale (7 pollici);1;;Y02100024
S18406001;Bullone esagonale con flangia;2;2;Y02100024
7911010Y0205;Altoparlante;2;3;Y02100024
S27348002;Vite autofilettante testa larga semitonda croce 4.8×16;4;4;Y02100024
7925020-Y01;USB assy cruscotto ausiliario;1;5;Y02100024
7925030Y0200;USB assy cruscotto;1;6;Y02100024
3820011Y0200;Supporto telefono;1;7;Y02100024
5205010Y0200;Motorino tergicristallo;1;1;Y02100025
S32006002;Dado esagonale con flangia;4;2;Y02100025
5205020Y0200;Braccio tergicristallo (con tubo ugello);1;3;Y02100025
5205030Y0200;Lama tergicristallo;1;4;Y02100025
5205040Y0200;Cappuccio dado tergicristallo anteriore;1;5;Y02100025
5207010-Y01;Assieme vaschetta lavavetri (con tubo);1;6;Y02100025
S14606004;Bullone esagonale con rondella elastica e piana;2;7;Y02100025
S32006002;Dado esagonale con flangia;2;8;Y02100025
5207020Y0200;Tubo a due vie;1;9;Y02100025
8103010Y0205;Compressore elettrico;1;1;Y02100026
S14608001;Bullone esagonale con rondella elastica e piana M8×108;2;2;Y02100026
8103011Y0210;Staffa compressore elettrico;1;3;Y02100026
S32008002;Dado esagonale con flangia;4;4;Y02100026
8105010Y0210;Condensatore;1;5;Y02100026
8105011Y0210;Ventola elettronica;1;6;Y02100026
S14606004;Bullone esagonale con rondella elastica e piana;4;7;Y02100026
8107010Y0210;Assieme HVAC;1;8;Y02100026
S32008001;Dado esagonale con flangia;5;9;Y02100026
8108010Y0210;Tubo aspirazione compressore (EU filler);1;10;Y02100026
S14606003;Bullone esagonale con rondella elastica e piana;1;11;Y02100026
S14606002;Bullone esagonale con rondella elastica e piana M6×20;1;12;Y02100026
8108020Y0210;Tubo scarico compressore;1;13;Y02100026
S14606003;Bullone esagonale con rondella elastica e piana;2;14;Y02100026
8108030Y0210;Tubo ingresso fluido serbatoio evaporazione;1;15;Y02100026
S14606003;Bullone esagonale con rondella elastica e piana;3;16;Y02100026
8112010Y0210;Pannello controllo climatizzatore;1;17;Y02100026
S27342003;Vite autofilettante testa larga semitonda croce 4.2×13;18;18;Y02100026
5306104Y0210;Condotto aria bocchetta centrale;1;19;Y02100026
5306030Y0210;Assieme sbrinatore anteriore;1;20;Y02100026
5306136Y0210;Condotto sbrinamento sinistro;1;21;Y02100026
5306141Y0210;Condotto sbrinamento destro;1;22;Y02100026
2803013-Y01;Staffa montaggio paraurti anteriore sinistra;1;1;Y02100027
ZH2204-16;Dado lamellare tipo A;6;2;Y02100027
S18606003;Bullone esagonale con flangia;2;3;Y02100027
2803014-Y01;Staffa montaggio paraurti anteriore destra;1;4;Y02100027
S18606003;Bullone esagonale con flangia;2;5;Y02100027
2803002Y0210D-KIT;Kit servizio paraurti anteriore;1;6;Y02100027
2803002Y0210D;Corpo paraurti anteriore;1;6;Y02100027
Z056;Cuscinetto;3;7;Y02100027
8402509Y0210;Clip in acciaio;2;8;Y02100027
S44003001;Rivetto cieco testa fungo;2;9;Y02100027
S40203001;Rondella grande;2;10;Y02100027
2803009-Y01D;Pannello inferiore paraurti anteriore;1;11;Y02100027
2803007-Y01D;Pannello trim paraurti anteriore;1;12;Y02100027
2803003-Y01D;Pannello centrale paraurti anteriore;1;13;Y02100027
2803005-Y01D;Striscia trim paraurti anteriore;1;14;Y02100027
2803019-Y01;Deflettore aria paraurti anteriore;1;15;Y02100027
6102051-Y01;Spugna antipolvere;2;16;Y02100027
S27342003;Vite autofilettante testa larga semitonda croce 4.2×13;5;17;Y02100027
2803017-Y01;Piastra montaggio targa anteriore;1;18;Y02100027
ZH2204-6;Dado lamellare tipo B;4;19;Y02100027
S27348003;Vite autofilettante testa larga semitonda;4;20;Y02100027
2803011-Y01D;Pannello inferiore luce combinata sinistra;1;21;Y02100027
2803012-Y01D;Pannello inferiore luce combinata destra;1;22;Y02100027
S27348003;Vite autofilettante testa larga semitonda;2;23;Y02100027
S18606003;Bullone esagonale con flangia;7;24;Y02100027
2804201Y0210;Cerniera paraurti posteriore sinistra;1;1;Y02100028
2804202Y0210;Cerniera paraurti anteriore destra;1;2;Y02100028
S27348003;Vite autofilettante testa larga semitonda;4;3;Y02100028
S18606003;Bullone esagonale con flangia;6;4;Y02100028
S18408002;Bullone esagonale con flangia;4;5;Y02100028
2804508-Y01;Staffa montaggio paraurti posteriore sinistra;1;1;Y02100029
ZH2204-11;Dado lamellare tipo B con dado M8;2;2;Y02100029
ZH2204-16;Dado lamellare tipo A;2;;Y02100029
S18606003;Bullone esagonale con flangia;1;3;Y02100029
2804509-Y01;Staffa montaggio paraurti posteriore destra/sinistra;1;4;Y02100029
S18606003;Bullone esagonale con flangia;1;5;Y02100029
2804510Y0210D;Assieme corpo paraurti posteriore;1;6;Y02100029
2804501Y0210D;Corpo paraurti posteriore;1;7;Y02100029
2804504-Y01D;Trim superiore paraurti posteriore;1;8;Y02100029
2804505-Y01D;Trim inferiore paraurti posteriore;1;9;Y02100029
Z024;Dado ad espansione metallico;4;10;Y02100029
5107003-Y01;Tampone porta laterale;4;11;Y02100029
ZH1210;Supporto dado plastico;4;12;Y02100029
S27348003;Vite autofilettante testa larga semitonda;4;13;Y02100029
S27342003;Vite autofilettante testa larga semitonda croce;2;14;Y02100029
S18606003;Bullone esagonale con flangia;2;15;Y02100029
2804521Y0210D;Assieme saldatura porta scorrevole paraurti posteriore;1;16;Y02100029
ZH2204-6;Dado lamellare tipo B;2;17;Y02100029
2804901Y0210;Blocco guida scorrevole;2;1;Y02100030
S18606003;Bullone esagonale con flangia;4;2;Y02100030
3102111-Y01;Parafango anteriore sinistro;1;1;Y02100031
ZH830;Fermo a scatto (testa piccola);14;2;Y02100031
ZH890;Fermo a scatto (testa grande);10;3;Y02100031
Q2214816;Vite autofilettante con rondella;12;4;Y02100031
Z058;Fermo a perno;10;5;Y02100031
3102112-Y01;Parafango anteriore destro;1;6;Y02100031
3102113-Y01;Parafango posteriore sinistro;1;7;Y02100031
3102117-Y01;Pannello laterale parafango posteriore sinistro;1;8;Y02100031
3102114-Y01;Parafango posteriore destro;1;9;Y02100031
3102118-Y01;Pannello laterale parafango posteriore destro;1;10;Y02100031
5107101Y0210;Pannello inferiore sinistro;1;1;Y02100032
5107102-Y01;Pannello inferiore destro;1;2;Y02100032
5107103Y0210;Pannello inferiore centrale;1;3;Y02100032
ZH830;Fermo a scatto (testa piccola);2;4;Y02100032
S32006003;Dado esagonale con flangia;17;5;Y02100032
5206010-Y01;Vetro parabrezza anteriore;1;1;Y02100033
5206030-Y01;Vetro tetto sinistro;1;2;Y02100033
5206040-Y01;Vetro tetto destro;1;3;Y02100033
6303010-Y01;Vetro parabrezza posteriore;1;4;Y02100033
5603100Y0210;Vetro parabrezza posteriore;1;4;Y02100033
5203010-Y01;Vetro triangolo anteriore sinistro;1;5;Y02100033
5203020-Y01;Vetro triangolo anteriore destro;1;6;Y02100033
6103010-Y01;Vetro porta sinistra;1;7;Y02100033
6103020-Y01;Vetro porta destra;1;8;Y02100033
5302020-Y01;Copertura tergicristallo anteriore;1;1;Y02100034
S27348003;Vite autofilettante testa larga semitonda;6;2;Y02100034
5302003Y0210;Canale flusso anteriore;1;3;Y02100034
S18606003;Bullone esagonale con flangia;8;4;Y02100034
5302007-Y01D;Trim superiore luce combinata sinistra;1;5;Y02100034
ZH830;Fermo a scatto (testa piccola);2;6;Y02100034
5302008-Y01D;Trim superiore luce combinata destra;1;7;Y02100034
5302011Y0210D;Copertura porta di ricarica anteriore;1;1;Y02100035
5302032Y0210;Piastra interna porta di ricarica anteriore;1;2;Y02100035
5302031Y0210;Base porta di ricarica anteriore;1;3;Y02100035
5302033Y0210;Perno rotazione porta di ricarica anteriore;1;4;Y02100035
5302035Y0210;Cuscinetto porta di ricarica anteriore;1;5;Y02100035
5302034Y0210;Molla;1;6;Y02100035
5306155-Y01;Targhetta veicolo;1;1;Y02100036
5306156-Y01;Logo X;1;2;Y02100036
5306157-Y01;Logo YOYO;1;3;Y02100036
5306010Y0220;Logo XEV;1;4;Y02100036
