codice,descrizione,quantita,id,esploso
46025,2101024Y0210,Module cover plate 1,1,Y02100011
46056,2101025Y0210,Module cover plate 2,1,Y02100011
46084,2101026Y0210,Fixing plate wiring harness,1,Y02100011
46115,2101037Y0210,Handle battery pack,1,Y02100011
46145,2101038Y0210,Fixing sheet metal handle,2,Y02100011
46176,2101039Y0210,Y02 heating film,1,Y02100011
46206,2101040Y0210,Seal ring,3,Y02100011
46237,2101041Y0210,Flexible connection positive terminal,1,Y02100011
46268,2101042Y0210,Flexible connection negative terminal,1,Y02100011
46298,2101043Y0210,Switching hard copper bar negative terminal,1,Y02100011
46329,2101011Y0210,BSU,1,Y02100011
46359,2101049Y0210-Z001,Quick wiring harness assy,1,Y02100011
41334,2101044Y0210,Bottom hole 3.7 plastic rivets BNJ-0005B,5,Y02100011
41699,2101045Y0210,Model: VV-P124-00-KS1 breather valve,1,Y02100011
42064,2101055Y0210,M6*12 Outer hexagon Dacromet bolts with flange (with  nylon adhesive),3,Y02100011
42430,2101056Y0210,M5*30 Outer hexagon Dacromet bolts single coil lock washer and plain washer assemblies,4,Y02100011
42795,2101057Y0210,Prevailing torque type hexagon Dacromet nuts with flange (n-metallic insert),2,Y02100011
43160,2101058Y0210,M4*10 Hexagon socket button head Dacromet bolt single coil lock washer and plain washer assemblies,4,Y02100011
43525,2101060Y0210,M4*20 Outer hexagon Dacromet bolts single coil lock washer and plain washer assemblies,42,Y02100011
43891,2101061Y0210,M3*10 Hexagon socket button head Dacromet bolt single coil lock washer and plain washer assemblies,4,Y02100011
44256,2101064Y0210,M4*10 Countersunk socket head flat head screw black dacromet,4,Y02100011
44621,2101046Y0210,BNJ-0181 Rivet tie 5.5 hole,2,Y02100011
1,2103010Y0210,Drive motor,1,Y02100012
2,S18408004,Hexagon bolt with flange,3,Y02100012
3,4002616Y0210,M6 Bonding Bolt (FT thread),1,Y02100012
4,2103020Y0210,Phase line pressing plate,1,Y02100012
5,S14606004,Hexagon head bolt spring washer and plain washer assy,2,Y02100012
6,S32006002,Hexagon nut with flange,2,Y02100012
,S18406003,Hexagon bolt with flange,1,Y02100012
7,2103030Y0210,Grounding wire,1,Y02100012
1,2108010Y0210,Vehicle control unit?VBU?,1,Y02100013
2,S32006002,Hexagon nut with flange,4,Y02100013
1,2142010Y0210,Motor controller,1,Y02100014
2,S18408004,Hexagon bolt with flange,4,Y02100014
3,4002616Y0210,M6 Bonding Bolt (FT thread),1,Y02100014
4,2142040Y0210,MCU grounding wire,1,Y02100014
1,7925040-Y01,T-BOX?4G?,1,Y02100015
1,7925040Y0210,T-BOX?4G?,1,Y02100015
,7925041Y0210,GPS+4G antenna,1,Y02100015
2,S32006003,hexagon nut with flange,2,Y02100015
1,2101100Y0210-Z002,Power Battery Box device,1,Y02100016
2,2101019Y0210,Battery positive wire harness,1,Y02100016
3,210101AY0210,Battery negative wiring harness,1,Y02100016
4,210101CY0210,Battery box communication wiring harness,1,Y02100016
5,210101H-Y01,Module connecting line,2,Y02100016
6,210101B-Y01,Battery box fast-plug,3,Y02100016
7,2101013Y0210,Anti-friction bushing,6,Y02100016
,2109100Y0210-Z001,High voltage box,1,Y02100017
1,2109010Y0210,High-voltage box assy,1,Y02100017
2,2109011Y0210,High-voltage box casing assy,1,Y02100017
3,2109015Y0210,150A relay,1,Y02100017
4,2109016Y0210,60A relay,1,Y02100017
5,2109017-Y01,20A relay,3,Y02100017
6,2109211Y0210,40A relay,1,Y02100017
7,2109018-Y01,300A slow-blow fuse,1,Y02100017
8,2109111-Y01,20A slow-blow fuse,1,Y02100017
9,2109112-Y01,75?100Wprecharge resistence,1,Y02100017
10,2109113Y0210,Communications wiring harness high-voltage box,1,Y02100017
11,2109119-Y01,50A slow-blow fuse,2,Y02100017
12,S14606005,Hexagon bolt spring washer and plain washer assy M6 16,4,Y02100017
13,2101054Y0210,High-voltage warning sign,1,Y02100017
14,2109119Y0205,Splitter,1,Y02100017
15,2101012Y0210,High voltage acquisition box,1,Y02100017
1,2105010Y0210,Positive wiring harness motor controller,1,Y02100018
2,2105020Y0210,Negative wiring harness motor controller,1,Y02100018
3,2105030Y0210,High voltage wiring harness auxiliary system,1,Y02100018
4,S32006003,hexagon nut with flange,1,Y02100018
5,2105060-Y01,Dual-head hoop line card(19mm),4,Y02100018
6,S32006003,hexagon nut with flange,4,Y02100018
7,2105050Y0210,Change-over wiring harness power-off switch,1,Y02100018
1,2107060Y0200,OBC and DCDC two-in-one assy,1,Y02100019
2,S18408006,Hexagon bolt with flange,1,Y02100019
3,S18608002,Hexagon bolt with flange,2,Y02100019
4,S32008002,Hexagon nut with flange,2,Y02100019
5,2107070Y0200,Connecting bracket OBC and DCDC two-in-one assy,1,Y02100019
6,S18608002,Hexagon bolt with flange,2,Y02100019
7,2107020Y0210,Charging socket (EN),1,Y02100019
8,S18606003,Hexagon bolt with flange,4,Y02100019
9,2107030-Y01,EV Charger (EN),1,Y02100019
10,2107040-Y01,Double-head charger (EN),1,Y02100019
11,2107050-Y01,Charging gun bag,1,Y02100019
1,3601010Y0210,Body control module?BCM?,1,Y02100020
,3601010Y0210A,Body control module?BCM?,1,Y02100020
2,Q1860620,Hexagon bolt with flange,3,Y02100020
3,3704010Y0210,Passive start switch,1,Y02100020
4,3791020Y0210,PE switch (with antenna),1,Y02100020
5,3601030Y0210,start antenna,1,Y02100020
6,S27348002,Cross recessed large round head tapping screw 4.8 16,2,Y02100020
7,ZH1210,Plastic nut seat,2,Y02100020
8,3791011Y0210,Remote controln chip,2,Y02100020
1,3703010-Y01,12V Battery,1,Y02100021
2,3721010Y0210,High pitch horn,1,Y02100021
3,S14606004,Hexagon head bolt spring washer and plain washer assy,1,Y02100021
4,S32006002,Hexagon nut with flange,1,Y02100021
5,3721020Y0210,low speed alarm (AVAS),1,Y02100021
6,S14606003,Hexagon bolt spring washer and plain washer assy,1,Y02100021
7,3736010-Y01,Power off switch,1,Y02100021
8,3736011-Y01,Power-off switch shield,1,Y02100021
9,S14606005,Hexagon bolt spring washer and plain washer assy M6 16,2,Y02100021
10,3746010-Y01,Windows regulator control switch,2,Y02100021
11,3766010-Y01,Warning switch,1,Y02100021
12,3774010Y0210,Combination switch assembly,1,Y02100021
13,S23004001,Cross recessed pan head screw,2,Y02100021
14,3778010Y0200,Steering wheel lock,1,Y02100021
15,3781010Y0210,Shift switch,1,Y02100021
16,3782010-Y01,Adjusting switch electric rear-view mirror,1,Y02100021
17,3790020-Y01,Tailgate open switch,1,Y02100021
17,3790040Y0210,Movable door assy rear bumper,1,Y02100021
18,3504102Y0210,Brake switch,1,Y02100021
19,3504102-Y01,Brake switch,1,Y02100021
20,3736020Y0200,Power off switch shield,1,Y02100021
1,3790010Y0210,Lock cylinder left door,1,Y02100022
2,3790030-Y01,Circlip lock cylinder left door,1,Y02100022
3,3791010Y0210,Remote key casing,2,Y02100022
4,3791012Y0210,Key gear piece,1,Y02100022
,3791012Y0210A,Key gear piece,1,Y02100022
5,3791001Y0210,Remote key assy,2,Y02100022
6,3790010Y0210-Z001,Lock cylinder  left door,1,Y02100022
1,4002010Y0210,Front compartment wiring harness,1,Y02100023
2,4002020Y0210,Roof wiring harness assembly hall version,1,Y02100023
3,4002030Y0210,Left door wiring harness assy (Hall version),1,Y02100023
4,4002040Y0210,Right door wiring harness assy (Hall version),1,Y02100023
5,4003010Y0210,Main wiring harness assy,1,Y02100023
6,Q1860620,Hexagon bolt with flange,2,Y02100023
7,S27348002,Cross recessed large round head tapping screw 4.8 16,2,Y02100023
8,4003020Y0210,Auxiliary dashboard wiring harness assy,1,Y02100023
9,4013010Y0200,Tailgate wiring harness assy (Hall version),1,Y02100023
10,4013020Y0210,Rear bumper harness assembly,1,Y02100023
11,4014010Y0210,Battery box lock wiring harness,1,Y02100023
12,4002011Y0210,Negative wiring harness,1,Y02100023
13,4002616Y0210,M6 Bonding Bolt (FT thread),8,Y02100023
14,4002816Y0210,M8 Bonding Bolt (FT thread),1,Y02100023
1,3820010Y0200,Central screen (7inch),1,Y02100024
,3820010Y0200A,Central screen (7inch),1,Y02100024
2,S18406001,Hexagon bolt with flange,2,Y02100024
3,7911010Y0205,Speaker,2,Y02100024
4,S27348002,Cross recessed large round head tapping screw 4.8 16,4,Y02100024
5,7925020-Y01,USB assy auxiliary dashboard,1,Y02100024
6,7925030Y0200,USB assy dashboard,1,Y02100024
7,3820011Y0200,Phone holder,1,Y02100024
1,5205010Y0200,Wiper motor,1,Y02100025
2,S32006002,Hexagon nut with flange,4,Y02100025
3,5205020Y0200,Wiper arm (including zzle leather hose),1,Y02100025
4,5205030Y0200,Wiper blade,1,Y02100025
5,5205040Y0200,Front wiper nut cap,1,Y02100025
6,5207010-Y01,Washing Kettle Assembly (with Water Pipe),1,Y02100025
7,S14606004,Hexagon head bolt spring washer and plain washer assy,2,Y02100025
8,S32006002,Hexagon nut with flange,2,Y02100025
9,5207020Y0200,Two-way hose assy,1,Y02100025
1,8103010Y0205,Electric compressor assembly,1,Y02100026
2,S14608001,Hex bolt spring washer and plain washer assy M8 108,2,Y02100026
3,8103011Y0210,Electric compressor bracket assy,1,Y02100026
4,S32008002,Hexagon nut with flange,4,Y02100026
5,8105010Y0210,Condenser assembly,1,Y02100026
6,8105011Y0210,Electronic fan assembly,1,Y02100026
7,S14606004,Hexagon head bolt spring washer and plain washer assy,4,Y02100026
8,8107010Y0210,HVAC assembly,1,Y02100026
9,S32008001,hexagon nut with flange,5,Y02100026
10,8108010Y0210,Compressor suction pipe (EU filler),1,Y02100026
11,S14606003,Hexagon bolt spring washer and plain washer assy,1,Y02100026
12,S14606002,Hexagon bolt spring washer and plain washer assy M6 20,1,Y02100026
13,8108020Y0210,Compressor exhaust pipe,1,Y02100026
14,S14606003,Hexagon bolt spring washer and plain washer assy,2,Y02100026
15,8108030Y0210,Fluid inlet pipe evaporation tank,1,Y02100026
16,S14606003,Hexagon bolt spring washer and plain washer assy,3,Y02100026
17,8112010Y0210,Air conditioning control panel assembly,1,Y02100026
18,S27342003,Cross recessed large half round head tapping screw 4.2   13,18,Y02100026
19,5306104Y0210,Air duct central air outlet,1,Y02100026
20,5306030Y0210,Front defrost assembly,1,Y02100026
21,5306136Y0210,Left defrosting duct,1,Y02100026
22,5306141Y0210,Right defrosting duct,1,Y02100026
1,2803013-Y01,Mounting bracket front bumper-left,1,Y02100027
2,ZH2204-16,A-type reed nut,6,Y02100027
3,S18606003,Hexagon bolt with flange,2,Y02100027
4,2803014-Y01,Mounting bracket front bumper- right,1,Y02100027
5,S18606003,Hexagon bolt with flange,2,Y02100027
6,2803002Y0210D-KIT,Front bumper service kit,1,Y02100027
6,2803002Y0210D,Front bumper body,1,Y02100027
7,Z056,Cushion,3,Y02100027
8,8402509Y0210,Steel clip,2,Y02100027
9,S44003001,Mushroom head break mandrel blind rivet,2,Y02100027
10,S40203001,Big washer,2,Y02100027
11,2803009-Y01D,Front bumper lower trim panel,1,Y02100027
12,2803007-Y01D,Front bumper trim panel,1,Y02100027
13,2803003-Y01D,Front bumper central trim panel,1,Y02100027
14,2803005-Y01D,Front bumper trim strip,1,Y02100027
15,2803019-Y01,Air deflector trim panel front bumper,1,Y02100027
16,6102051-Y01,Dustproof sponge,2.8,Y02100027
17,S27342003,Cross recessed large half round head tapping screw 4.2   13,5,Y02100027
18,2803017-Y01,Mounting plate front license plate,1,Y02100027
19,ZH2204-6,Leaf spring nut B type,4,Y02100027
20,S27348003,Cross recessed large half-round head tapping screw,4,Y02100027
21,2803011-Y01D,Front combination light lower trim panel-left,1,Y02100027
22,2803012-Y01D,Front combination light lower trim panel-right,1,Y02100027
23,S27348003,Cross recessed large half-round head tapping screw,2,Y02100027
24,S18606003,Hexagon bolt with flange,7,Y02100027
1,2804201Y0210,Rear bumper hinge assy-left,1,Y02100028
2,2804202Y0210,Front bumper hinge assy-Right,1,Y02100028
3,S27348003,Cross recessed large half-round head tapping screw,4,Y02100028
4,S18606003,Hexagon bolt with flange,6,Y02100028
5,S18408002,Hexagon head bolt with flange,4,Y02100028
1,2804508-Y01,Mounting bracket rear left bumper,1,Y02100029
2,ZH2204-11,B-type leaf spring nut- with M8 Nut,2,Y02100029
,ZH2204-16,A-type reed nut,2,Y02100029
3,S18606003,Hexagon bolt with flange,1,Y02100029
4,2804509-Y01,Mounting bracket rear right and rear left bumper,1,Y02100029
5,S18606003,Hexagon bolt with flange,1,Y02100029
6,2804510Y0210D,Rear bumper body assembly,1,Y02100029
7,2804501Y0210D,Rear bumper body,1,Y02100029
8,2804504-Y01D,Rear bumper upper trim,1,Y02100029
9,2804505-Y01D,Rear bumper lower trim,1,Y02100029
10,Z024,Metal expansion nut,4,Y02100029
11,5107003-Y01,Side door buffer block,4,Y02100029
12,ZH1210,Plastic nut seat,4,Y02100029
13,S27348003,Cross recessed large half-round head tapping screw,4,Y02100029
14,S27342003,Cross-recessed half-round large head self-tapping screw,2,Y02100029
15,S18606003,Hexagon bolt with flange,2,Y02100029
16,2804521Y0210D,Rear bumper sliding door welding assembly,1,Y02100029
17,ZH2204-6,Leaf spring nut B type,2,Y02100029
1,2804901Y0210,Switching guide block,2,Y02100030
2,S18606003,Hexagon bolt with flange,4,Y02100030
1,3102111-Y01,Guard panel front left wheel cowling,1,Y02100031
2,ZH830,Snap fastener (Small head),14,Y02100031
3,ZH890,Snap fastener (Big head),10,Y02100031
4,Q2214816,Cross recessed head self-tapping screw and plain washer assy,12,Y02100031
5,Z058,Stud fastener,10,Y02100031
6,3102112-Y01,Guard panel front right wheel cowling,1,Y02100031
7,3102113-Y01,Guard panel rear left wheel cowling,1,Y02100031
8,3102117-Y01,Side trim panel guard panel rear left wheel cowling,1,Y02100031
9,3102114-Y01,Guard panel rear right wheel cowling,1,Y02100031
10,3102118-Y01,Side trim panel guard panel rear right wheel cowling,1,Y02100031
1,5107101Y0210,Left bottom guard panel,1,Y02100032
2,5107102-Y01,Right bottom guard panel,1,Y02100032
3,5107103Y0210,Center bottom guard panel,1,Y02100032
4,ZH830,Snap fastener (Small head),2,Y02100032
5,S32006003,hexagon nut with flange,17,Y02100032
1,5206010-Y01,Front windshield glass,1,Y02100033
2,5206030-Y01,Left roof ceiling glass,1,Y02100033
3,5206040-Y01,Right roof ceiling glass,1,Y02100033
4,6303010-Y01,Rear windshield glass,1,Y02100033
4,5603100Y0210,Rear windshield glass,1,Y02100033
5,5203010-Y01,Front left triangle window glass,1,Y02100033
6,5203020-Y01,Front right triangle window glass,1,Y02100033
7,6103010-Y01,Left door windshield glass,1,Y02100033
8,6103020-Y01,Right door windshield glass,1,Y02100033
1,5302020-Y01,Front wiper cover plate,1,Y02100034
2,S27348003,Cross recessed large half-round head tapping screw,6,Y02100034
3,5302003Y0210,Front flow flume body,1,Y02100034
4,S18606003,Hexagon bolt with flange,8,Y02100034
5,5302007-Y01D,Front combo light upper trim panel - left,1,Y02100034
6,ZH830,Snap fastener (Small head),2,Y02100034
7,5302008-Y01D,Front combo light upper trim panel - right,1,Y02100034
1,5302011Y0210D,Cover plate front charging port,1,Y02100035
2,5302032Y0210,Inner plate front charging port,1,Y02100035
3,5302031Y0210,Front charging port base,1,Y02100035
4,5302033Y0210,Rotating shaft front charging port,1,Y02100035
5,5302035Y0210,cushionfront charging port cover,1,Y02100035
6,5302034Y0210,spring,1,Y02100035
1,5306155-Y01,Complete vehicle nameplate,1,Y02100036
2,5306156-Y01,X Logo,1,Y02100036
3,5306157-Y01,YOYO logo,1,Y02100036
4,5306010Y0220,XEV logo,1,Y02100036
1,5400100Y0210D,Trim panel assy front upper section left wall,1,Y02100037
2,6102051-Y01,Dustproof sponge,1,Y02100037
3,ZH1255,D-shaped buckle,17,Y02100037
4,S18606003,Hexagon bolt with flange,6,Y02100037
5,5400300Y0210D,Trim panel assy rear upper section left wall,1,Y02100037
6,ZH1210,Plastic nut seat,16,Y02100037
7,S27348003,Cross recessed large half-round head tapping screw,14,Y02100037
8,5400500-Y01D,Left side small trim assembly,1,Y02100037
9,S27348002,Cross-recessed half-round large head self-tapping screw,4,Y02100037
10,ZH680,Metal V-fastener,3,Y02100037
11,5400101-Y01D,Left rear wheel plate,1,Y02100037
12,ZH2204-16,A-type reed nut,3,Y02100037
13,5400771-Y01D,The lower left threshold,1,Y02100037
14,ZH2204-6,Leaf spring nut B type,1,Y02100037
15,S22148002,Cross recessed head self-tapping screw and plain washer assy,4,Y02100037
1,5400200Y0210D,Trim panel assy front upper section right wall,1,Y02100038
2,6102051-Y01,Dustproof sponge,1,Y02100038
3,ZH1255,D-shaped buckle,17,Y02100038
4,S18606003,Hexagon bolt with flange,7,Y02100038
5,5400400Y0210D,Trim panel assy rear upper section right wall,1,Y02100038
6,ZH1210,Plastic nut seat,15,Y02100038
7,S27348003,Cross recessed large half-round head tapping screw,12,Y02100038
8,5400600-Y01D,Right side small trim assembly,1,Y02100038
9,S27342003,Cross recessed large half round head tapping screw 4.2   13,1,Y02100038
10,ZH680,Metal V-fastener,3,Y02100038
11,5400201-Y01D,Right rear wheel plate,1,Y02100038
12,ZH2204-16,A-type reed nut,1,Y02100038
13,5400781-Y01D,Right lower threshold,1,Y02100038
14,ZH2204-6,Leaf spring nut B type,1,Y02100038
15,S22148002,Cross recessed head self-tapping screw and plain washer assy,4,Y02100038
1,5702020-Y01D,Roof cover assembly,1,Y02100039
2,5702018-Y01,Waterproof gasket roof,7,Y02100039
