codice,descrizione,quantita,id,esploso
Q174B0614T1F,M6*14-304 Cross recessed outer hexagonal bolt  single coil lock washer and plain washer assemblies,2,4-19,Y01004
2109111-Y01,20A 750V slow-blow fuse,1,4-20,Y01004
Q174B0614T1F,M6*14-304 Cross recessed outer hexagonal bolt  single coil lock washer and plain washer assemblies,2,4-19,Y01004
2109112-Y01,75Ω 100W pre-charge resistance,1,4-21,Y01004
Q174B0414T1F,M4* 14- 304 Cross recessed outer hexagonal bolt  single coil lock washer and plain washer assemblies,6,4-6,Y01004
Q32004,Hexagon nut with flange,6,4-9,Y01004
Q174B0614T1F,M6*14-304 Cross recessed outer hexagonal bolt  single coil lock washer and plain washer assemblies,2,4-19,Y01004
2109113-Y01,Communications wiring harness  high-voltage box,1,4-23,Y01004
S14606005,Hexagon bolt  spring washer and plain washer assy M6×16,4,,Y01004
2103000-Y01,Drive Motor Assembly,1,,Y01005
2103010-Y01,Motor (7.5KW),1,1,Y01005
Q1841255,Hexagon bolt with flange,4,2,Y01005
S40312001,Spring washer,4,3,Y01005
Q401B12,Plain washer,4,4,Y01005
S34012001,Hexagon nuts  style 1,4,5,Y01005
2103020-Y01,Phase line pressing plate,1,6,Y01005
S32006003,hexagon nut with flange,2,7,Y01005
2105000-Y01,High-Voltage Wiring Harness Assy,1,,Y01006
2105010-Y01,Positive wiring harness  motor controller,1,1,Y01006
2105020-Y01,Negative wiring harness  motor controller,1,2,Y01006
2105030-Y01,High voltage wiring harness  auxiliary system,1,3,Y01006
2105040-Y01,Double-pipe clamping piece (Ф34),2,4,Y01006
S32006003,hexagon nut with flange,2,5,Y01006
2105050-Y01,Change-over wiring harness  power-off switch,1,6,Y01006
2105060-Y01,Dual-head hoop line card(19mm),1,7,Y01006
2107000-Y01,Charging system,1,,Y01007
2107010-Y01,On-Board Charger(OBC),1,1,Y01007
Q1460820,Hex bolt  spring washer and plain washer assy M8×20,4,2,Y01007
2107020-Y01,European standard charging socket,1,3,Y01007
S18606003,Hexagon bolt with flange,4,4,Y01007
2105040-Y01,Double-pipe clamping piece (Ф34),4,5,Y01007
S32006003,hexagon nut with flange,4,6,Y01007
2107030-Y01,EV Charger (EN),1,7,Y01007
2105060-Y01,Dual-head hoop line card(19mm),3,8,Y01007
S32006003,hexagon nut with flange,3,9,Y01007
2107040-Y01,Double-head charger (EN),1,10,Y01007
2107050-Y01,Charging gun bag,1,11,Y01007
2110000-Y01,DCDC Converter assy,1,,Y01008
2110010-Y01,DCDC converter,1,1,Y01008
S32006003,hexagon nut with flange,4,2,Y01008
2108000-Y01,VBU assembly,1,,Y01009
2108010-Y01,Vehicle control unit,1,1,Y01009
2108010Y0201,Vehicle control unit (ENI customized version),1,2,Y01009
S32006003,hexagon nut with flange,4,3,Y01009
2142000-Y01,Motor control unit assy,1,,Y010010
2142010-Y01,Motor controller assembly,1,1,Y010010
Q1460820,Hex bolt  spring washer and plain washer assy M8×20,4,2,Y010010
3600000-Y01,Vehicle electronic Unit,1,,Y010011
3601010-Y01,Body control module（BCM）,1,1,Y010011
3601010Y0200,Body control module（BCM）,1,1,Y010011
3601010Y0201,Body control module (BCM) (ENI customized version),1,1,Y010011
S32006003,hexagon nut with flange,2,2,Y010011
3700000-Y01,Vehicle Electrical Equipment,1,,Y010012
3703010-Y01,12V Battery,1,1,Y010012
3704010-Y01,Passive start switch,1,2,Y010012
3721010-Y01,High pitch horn,1,3,Y010012
Q1860630,Hexagon bolts with flange M6×30,1,4,Y010012
3736010-Y01,Power off switch,1,5,Y010012
3736011-Y01,Power off switch protection sleeve,1,,Y010012
S14606005,Hexagon bolt  spring washer and plain washer assy M6×16,2,6,Y010012
3746010-Y01,Windows regulator control switch,2,9,Y010012
3766010-Y01,Warning switch,1,10,Y010012
3774010-Y01,Combination switch assembly,1,11,Y010012
S23004001,Cross recessed pan head screw,2,12,Y010012
3778010-Y01,Steering wheel lock,1,13,Y010012
3781010-Y01,Shift switch,1,14,Y010012
3781010-Y01-A,Shift switch (without S position),1,,Y010012
3782010-Y01,Adjusting switch  electric rear-view mirror,1,15,Y010012
3790010-Y01,Lock cylinder  left door,1,16,Y010012
3790030-Y01,Circlip  lock cylinder  left door,1,17,Y010012
3790020-Y01,Tailate open switch,1,18,Y010012
3791010-Y01,Remote control,2,19,Y010012
3791010Y0201,Remote control (ENI customized version),1,,Y010012
3791020-Y01,PE switch (with antenna),1,20,Y010012
3504102-Y01,Brake switch,2,21,Y010012
3721020-Y01,low speed alarm (AVAS),1,24,Y010012
S32006003,hexagon nut with flange,2,,Y010012
ST0205,Cross-recessed tapping screw M2*5,2,,Y010012
3820000-Y01,Center screen assembly,1,,Y010013
3820010-Y01,Central screen (7inch),1,1,Y010013
3820020Y0202,Central screen (7inch),1,,Y010013
3820000Y0201,Central screen Assy (ENI customized version),1,,Y010013
3820010Y0201,Central screen (7inch) (ENI customized version),1,1,Y010013
3820020Y0203,Central screen (7inch) (ENI customized version),1,,Y010013
S27348002,Cross-recessed half-round large head self-tapping screw,4,2,Y010013
3820012-Y01,Phone holder,1,3,Y010013
4000000-Y01,Low-voltage Wiring Harness Assy,1,,Y010014
4002010-Y01,Front compartment wiring harness,1,1,Y010014
4002010Y0201,Front compartment wiring harness assy (ENI customized version),1,1,Y010014
4002020-Y01,Roof ceiling wiring harness assy,1,2,Y010014
4002020Y0200,roof wiring harness assembly hall version,1,2,Y010014
4002030-Y01,Left door wiring harness assy,1,3,Y010014
4002030Y0200,Left door wiring harness assy (Hall version),1,3,Y010014
4002040-Y01,Right door wiring harness assy,1,4,Y010014
4002040Y0200,Right door wiring harness assy (Hall version),1,4,Y010014
4003010-Y01,Main wiring harness assy,1,5,Y010014
4003010Y0200,Main wiring harness assy (Hall version),1,5,Y010014
4003010Y0201,Main wiring harness assy (Hall version) (ENI customized version),1,5,Y010014
S18606003,Hexagon bolt with flange,2,6,Y010014
S27348002,Cross-recessed half-round large head self-tapping screw,2,7,Y010014
4003020-Y01,Auxiliary dashboard wiring harness assy,1,8,Y010014
4013010-Y01,Tailgate wiring harness assy,1,9,Y010014
4013010Y0200,Tailgate wiring harness assy (Hall version),1,9,Y010014
4013020-Y01,Rear bumper harness assembly,1,10,Y010014
4013020Y0201,Wiring harness assy  rear bumper (ENI customized version),1,10,Y010014
5200000-Y01,Wiper and Washer System,1,,Y010015
5205010-Y01,Wiper motor,1,1,Y010015
S32006003,hexagon nut with flange,4,2,Y010015
5205020Y0200,Wiper arm (including nozzle leather hose),1,3,Y010015
5205030Y0200,Wiper blade,1,4,Y010015
5207010-Y01,Washing Kettle Assembly (with Water Pipe),1,5,Y010015
Q1860635,Hexagon bolts with flange M6X35,2,6,Y010015
5207020Y0200,Two-way hose assy,1,7,Y010015
5205040Y0200,Front wiper nut cap,1,8,Y010015
S32006003,hexagon nut with flange,1,9,Y010015
8100000-Y01,Air conditioning system,1,,Y010016
8103010-Y01,Electric compressor assembly,1,1,Y010016
S32008001,hexagon nut with flange,4,2,Y010016
8103020-Y01,Compressor control unit,1,3,Y010016
S32006003,hexagon nut with flange,4,4,Y010016
8105010-Y01,Condenser assembly,1,5,Y010016
8107010Y0205,HVAC assembly,1,6,Y010016
S32006003,hexagon nut with flange,3,7,Y010016
Q402B06,gasket,3,8,Y010016
8108010Y0101,Compressor suction pipe (EU filler),1,9,Y010016
8108020-Y01,Compressor exhaust pipe,1,10,Y010016
8108030Y0101,Fluid inlet pipe  evaporation tank,1,11,Y010016
S14606002,Hexagon head bolt  spring washer and plain washer assy,5,12,Y010016
8112010-Y01,Air conditioning control panel assembly,1,13,Y010016
S27342003,Cross recessed large half round head tapping screw 4.2 × 13,2,14,Y010016
Q1460625,Hexagon bolt  spring washer and plain washer assy,4,15,Y010016
S14606005,Hexagon bolt  spring washer and plain washer assy M6×16,2,16,Y010016
7900000-Y01,Information Communication Device,,,Y010017
7903010-Y01,start antenna,1,1,Y010017
S32006003,hexagon nut with flange,2,2,Y010017
7911010-Y01,Speaker,1,3,Y010017
S27348002,Cross-recessed half-round large head self-tapping screw,4,4,Y010017
7925040-Y01,T-BOX（4G）,1,5,Y010017
S32006003,hexagon nut with flange,2,6,Y010017
7925020-Y01,USB assy  auxiliary dashboard,1,7,Y010017
7925030-Y01,USB assy  dashboard,1,8,Y010017
2901000-Y01,Front Suspension,1,,Y010018
2801100Y0210,Front auxiliary frame assy,1,1,Y010018
S18510001,Hexagon bolt with flange,8,2,Y010018
Q1841050TF61,Flange bolts,8,,Y010018
Q1461025,M10×25 Cross recessed hexagon bolt with indentation  single coil lock washer and plain washer assemblies,8,,Y010018
2904100Y0210,Front swing arm assembly,2, 3/4,Y010018
S18510006,Prevailing torque type all-metal hexagon nuts with flange,2,5,Y010018
S33110001,Prevailing torque type all-metal hexagon nuts with flange,2,6,Y010018
Q32010,Hexagon nut with flange,2,6,Y010018
2906100-Y01,Stabilizer assembly,1,7,Y010018
2906101Y0210,Front stabilizer bar,1,8,Y010018
2906102-Y01,Stabilizer bar bushing,2,9,Y010018
2906103Y0210,Stabilizer bar mounting bracket,2,10,Y010018
2906105-Y01,Stabilizer bar end bushing,4,11,Y010018
2906108Y0210,Φ12 large gasket,2,12,Y010018
2906107-Y01,Φ16 large gasket,2,13,Y010018
S38312001,II type Hexagon slotted nut,2,14,Y010018
S50032001,Split pin,2,15,Y010018
Q1461030,Hexagon head bolt  spring washer and plain washer assy,4,16,Y010018
2904101-Y01,Front left shock absorber assembly,1,1,Y010019
2904102-Y01,Front right shock absorber assembly,1,2,Y010019
S32008001,hexagon nut with flange,4,3,Y010019
S18512001,Hexagon bolt with flange,4,4,Y010019
S33112001,Prevailing torque type all-metal hexagon nuts with flange,4,5,Y010019
3501101-Y01,Front left brake with steering knuckle assy,1,6,Y010019
3501102-Y01,Front right brake with steering knuckle assy,1,7,Y010019
3501113-Y01,Left brake caliper assy,1,8,Y010019
3501112-Y01,Left steering knuckle,1,9,Y010019
3501120-Y01,Brake lining,4,10,Y010019
3501115-Y01,Bracket mounting bolt,4,11,Y010019
3501123-Y01,Right brake caliper assy,1,12,Y010019
3501122-Y01,Right steering knuckle,1,13,Y010019
3501111-Y01,Front brake disc,2,14,Y010019
S18510005,Hexagon bolt with flange,2,15,Y010019
S33110001,Prevailing torque type all-metal hexagon nuts with flange,2,16,Y010019
3501118-Y01,Gear ring component,2,17,Y010019
3501119-Y01,Bearing limit bolts,2,18,Y010019
2911000-Y01,Rear suspension,1,,Y010020
2912135-Y01,Retaining ring gasket,1,,Y010020
2912100-Y01,Rear drive axle assy,1,1,Y010020
2912111-Y01,Axle tube,1,2,Y010020
2912112-Y01,Main reducer assembly,1,3,Y010020
2912113-Y01,Brake caliper,1,4,Y010020
2912114-Y01,Brake caliper,1,5,Y010020
2912129-Y01,Bracket mounting bolt,4,6,Y010020
2912115-Y01,Brake lining,4,7,Y010020
2912116-Y01,Rear brake disc,2,8,Y010020
2912166-Y01,Sealing washer  motor,1,9,Y010020
2912119-Y01,Nut  filler plug,1,10,Y010020
2912132-Y01,Gasket  filler plug,,,Y010020
2912120-Y01,Nut，drain plug,1,11,Y010020
2912133-Y01,Gasket  drain plug,,,Y010020
2912121-Y01,Vent valve,1,12,Y010020
2912123-Y01,Left halfaxle,1,13,Y010020
2912124-Y01,Right halfaxle,1,14,Y010020
2912125-Y01,Oil seal for half shaft,2,15,Y010020
2912126-Y01,Oil seal  input shaft,1,16,Y010020
2912127-Y01,Circlip for hole,2,17,Y010020
2912128-Y01,Mudguard,2,18,Y010020
2912118-Y01,Locking nut  brake disc,2,19,Y010020
Q5004036,Locking pin,2,20,Y010020
2914300-Y01,Thrust rod assy,2,21,Y010020
S18512004,Hexagon bolt with flange,6,22,Y010020
S33112001,Prevailing torque type all-metal hexagon nuts with flange,10,23,Y010020
Q1851020,Hexagon bolt with flange,2,24,Y010020
2912017-Y01,Mounting bracket  motor ,1,25,Y010020
S18606004,Hexagon bolt with flange,2,26,Y010020
2912130-Y01,Hexagon nut with flange,2,27,Y010020
2912131-Y01,Hexagon bolt with flange,7,28,Y010020
2915100-Y01,Rear shock absorber,2,29,Y010020
S18512001,Hexagon bolt with flange,2,30,Y010020
S34012001,Hexagon nuts  style 1,2,31,Y010020
S40212002,Large gasket,2,32,Y010020
S40312001,Spring washer,2,33,Y010020
2912011-Y01,Rear coil spring,2,34,Y010020
2912012Y0210,Upper mounting seat of rear spring,2,35,Y010020
2912013Y0210,Rear buffer block,2,36,Y010020
2914200-Y01,Rear balance bar,1,37,Y010020
S18512003,Hexagon bolt with flange,1,38,Y010020
Q218B0810,Hexagon socket head cap screws,8,39,Y010020
3100000-Y01,Wheeling System,1,,Y010021
"3100100-Y01,""14"""" steel wheel assembly"",4,1,Y010021"
3100101-Y01,Tire (155/65-R14),1,2,Y010021
3100109-Y01,Winter tire (155/65-R14),1,2,Y010021
3100106-Y01,14”steel wheel,1,3,Y010021
3100102-Y01,Inflating valve,1,4,Y010021
3106107Y0240,Wheel nut (steel wheel),4,5,Y010021
"3100110-Y01,""15"""" aluminum wheel assembly"",4,6,Y010021"
3100111-Y01,Tire (155/60-R15),1,7,Y010021
3100112-Y01,All season tire (155/60-R15),1,7,Y010021
"3100105-Y01,""15"""" aluminum wheel"",1,8,Y010021"
3100113-Y01TR413,Cycle valve,1,9,Y010021
3106106Y0240,Wheel nut (steel wheel),4,10,Y010021
3400000-Y01,Steering  system ,1,,Y010022
3400101-Y01,Steering gear with tie rod assembly,1,1,Y010022
3400111-Y01,Steering gear body with inner tie rod,1,2,Y010022
3400118-Y01,Buckle bracket,1,3,Y010022
3400113-Y01,Steering wheel ball head,2,4,Y010022
3400102-Y01,Steering lower shaft assy,1,5,Y010022
3400103-Y01,Steering column assembly,1,6,Y010022
3400134-Y01,Steering wheel body,1,7,Y010022
S18608002,Hexagon bolt with flange,2,8,Y010022
S18608005,Hexagon bolt with flange,1,9,Y010022
S32008001,hexagon nut with flange,1,10,Y010022
S38312001,II type hexagon slotted nut,2,11,Y010022
S50032001,Split pin,2,12,Y010022
S18608002,Hexagon bolt with flange,2,13,Y010022
Q1841050,Hexagon bolt with flange,2,14,Y010022
3400135-Y01,Horn hood,1,15,Y010022
3400123-Y01,Mechanical steering column,1,16,Y010022
3400124-Y01,Universal joint  steering column ,1,17,Y010022
3400125-Y01,Prevailing torque type all-metal hexagon nuts with flange,1,18,Y010022
3400126-Y01,Hexagon head bolt,3,19,Y010022
3400132-Y01,Steering lower axle,1,20,Y010022
3400108-Y01,Lower shaft shield  steering column,1,21,Y010022
3400104-Y01,Steering wheel assembly,1,22,Y010022
3400114-Y01,dust cover,2,23,Y010022
3500000-Y01,Brake System,1,,Y010023
3508100-Y01,Parking control mechanism assembly,1,1,Y010023
3508101-Y01,Parking pedal,1,2,Y010023
S51008001,Axis pin,1,,Y010023
S50032001,Split pin,1,,Y010023
3508102-Y01,Front section parking cable,1,3,Y010023
3508103-Y01,Rear left parking cable,1,4,Y010023
3508104-Y01,Rear right parking cable,1,5,Y010023
S32008001,hexagon nut with flange,3,6,Y010023
S18606003,Hexagon bolt with flange,3,7,Y010023
3506048-Y01,Spring retainer ring  parking cable,1,8,Y010023
S50108001,Locking pin,1,9,Y010023
3540102-Y01,Vacuum tank assy,1,1,Y010024
3540121-Y01,Vacuum tank,1,2,Y010024
3540122-Y01,Seal plug,1,3,Y010024
3540123-Y01,Controller assembly,1,4,Y010024
3540124-Y01,Silicone hose (655),1,5,Y010024
3540125-Y01,Hose clamp,2,6,Y010024
S18406003,Hexagon bolt with flange,2,7,Y010024
Q402B06,gasket,2,8,Y010024
Q67405100,Plastic cable tie,1,9,Y010024
3540103-Y01,Electronic vacuum pump assy,1,10,Y010024
3540131-Y01,Vacuum pump,1,11,Y010024
3540132-Y01,Shock-absorbing sleeve,4,12,Y010024
3540133-Y01,Rubber hose 90±5mm,1,13,Y010024
3540134-Y01,Filter,1,14,Y010024
3540135-Y01,Rubber hose 115±5mm,1,15,Y010024
3540136-Y01,Tee-junction,1,16,Y010024
3540125-Y01,Hose clamp,8,17,Y010024
Q1860630,Hexagon bolts with flange M6×30,4,18,Y010024
3540101-Y01,Vacuum booster with brake master cylinder ,1,1,Y010025
3540111-Y01,Vacuum booster,1,2,Y010025
3540113-Y01,Oiler,1,3,Y010025
3540114-Y01,Fluid reservoir cap,5,4,Y010025
3550101-Y01,ABS controller,1,5,Y010025
3550111-Y01,Mounting sleeve  ABS controller,1,6,Y010025
3506105-Y01,Spring retainer ring  brake hose,4,7,Y010025
3506106-Y01,Hollow Bolt,4,8,Y010025
3506112-Y01,rear brake hose,2,9,Y010025
3504101-Y01,Brake pedal assy,1,10,Y010025
S32008001,hexagon nut with flange,4,11,Y010025
Q1840820,Hexagon bolt with flange,2,12,Y010025
3506109-Y01,Front left brake pipe,1,13,Y010025
3506111-Y01,Front right brake pipe,1,14,Y010025
3506114-Y01,Front section  rear right brake pipe,1,15,Y010025
3506121-Y01,Rear section  rear right brake pipe,1,16,Y010025
3506115-Y01,Front section  rear left brake pipe,1,17,Y010025
3506122-Y01,Rear section  rear left brake pipe,1,18,Y010025
3506101-Y01,Master cylinder to ABS pipe,2,19,Y010025
3506113Y0210,Double-hole pipe clip,4,20,Y010025
3506116Y0210,Single hole pipe clip,4,21,Y010025
3506107-Y01,Copper washer,8,22,Y010025
3550300-Y01,Front wheel speed sensor,2,23,Y010025
3550302-Y01,Front wheel speed sensor bracket,2,24,Y010025
Q1860816,Hexagon flange bolt,4,25,Y010025
S18606003,Hexagon bolt with flange,2,26,Y010025
S32006003,hexagon nut with flange,2,27,Y010025
3550400-Y01,Rear wheel speed sensor,2,28,Y010025
S18606003,Hexagon bolt with flange,2,29,Y010025
3506104-Y01,Front brake hose,2,30,Y010025
5010010-Y01,Body-in-white frame assy,1,1,Y010026
5101210-Y01,Framework assy  front compartment,1,2,Y010026
5101170-Y01,Frame assy  intermediate floor,1,3,Y010026
5101230-Y01,Frame assy  rear floor ,1,4,Y010026
5101130-Y01,Support assy - left  front suspension spring,1,5,Y010026
5101140-Y01,Support assy - right  front suspension spring,1,6,Y010026
5301000-Y01,Front wall assy,1,7,Y010026
5101750-Y01,Seat cask assy,1,8,Y010026
5101940-Y01,Rear floor assy,1,9,Y010026
5601110-Y01,Outer plate assy  rear wall,1,10,Y010026
5401350-Y01,Inner panel component  left A-pillar,1,11,Y010026
5401360-Y01,Inner panel component  right A-pillar,1,12,Y010026
5401230-Y01,Inner panel assy  left doorsill,1,13,Y010026
5401240-Y01,Inner panel assy  right doorsill,1,14,Y010026
5401030-Y01,Inner panel assy  doorsill  left side wall,1,15,Y010026
5401040-Y01,Inner panel assy  doorsill  right side wall,1,16,Y010026
5401010-Y01,Left side wall assy,1,17,Y010026
5401020-Y01,Right side wall assy,1,18,Y010026
5701010-Y01,Roof cover assy,1,19,Y010026
5101900-Y01,Access panel assembly,1,,Y010027
5101901-Y01,Access panel,1,1,Y010027
5101903-Y01,Sealing rubber strip  access panel,1,2,Y010027
S18606003,Hexagon bolt with flange,4,3,Y010027
5301813-Y01,Pressing plate,1,1,Y010028
5301811-Y01,Tie rod  battery,2,2,Y010028
S32006003,hexagon nut with flange,2,3,Y010028
5401170-Y01,Mounting bracket component  left tubular beam,1,1,Y010029
5401180-Y01,Mounting bracket component  right tubular beam,1,2,Y010029
S18606003,Hexagon bolt with flange,8,3,Y010029
5101273-Y01,Mounting bracket  condenser,2,1,Y010030
S18606003,Hexagon bolt with flange,2,2,Y010030
6101010-Y01,Left door welding assy,1,1,Y010031
6101020-Y01,Right door welding assy,1,2,Y010031
6106010-Y01,Upper hinge  side door,2,3,Y010031
6106030-Y01,Lower hinge  side door,2,4,Y010031
S18608010,Hexagon bolt with flange,16,5,Y010031
6301710-Y01,Upper crossbeam assy  inner frame  tailgate,1,1,Y010032
6301591-Y01,Mounting plate  tailgate lock,1,2,Y010032
6301552-Y01,Right mounting plate  buffer block  tailgate,1,3,Y010032
6301551-Y01,Left mounting plate  buffer block  tailgate,1,4,Y010032
6306310-Y01,Tailgate hinge,2,5,Y010032
S32008001,hexagon nut with flange,4,6,Y010032
S18408002,Hexagon bolt with flange,4,7,Y010032
Q2734812,Cross-recessed half-round large head self-tapping screw,6,8,Y010032
S23006002,Cross recessed pan head bolt with spring washer and plain washer assy,22,9,Y010032
5103520-Y01,Intermediate mounting bracket assy  rear bumper,1,1,Y010033
S18608009,Hexagon bolt with flange,2,2,Y010033
5101263-Y01,Mounting bracket  rear brake hose- Left,1,1,Y010034
5101264-Y01,Mounting bracket  rear brake hose- Right,1,2,Y010034
S18606003,Hexagon bolt with flange,6,3,Y010034
5101467-Y01,Mounting plate  power-off Switch,1,1,Y010035
5101216-Y01,Mounting bracket  low speed alarm,1,1,Y010036
S18606003,Hexagon bolt with flange,2,2,Y010036
5301700-Y01,Dashboard Cross Beam Assy,1,,Y010036
5301710-Y01,Cross beam body assy  dashboard,1,1,Y010037
S18606003,Hexagon bolt with flange,2,2,Y010037
ZH2204-21,A-type reed nut,4,3,Y010037
S18608009,Hexagon bolt with flange,4,4,Y010037
S32006003,hexagon nut with flange,2,5,Y010037
5107000-Y01,Blanking Element System,1,,Y010038
5107011-Y01,Φ10 blanking cap,11,1,Y010038
5107016-Y01,Φ15 blanking cap,2,2,Y010038
5107013-Y01,Φ20 blanking cap,16,3,Y010038
5107015-Y01,Φ30 blanking cap,6,4,Y010038
5107014-Y01,Φ40 blanking cap,4,5,Y010038
5107001-Y01,Tailgate buffer block,2,6,Y010038
5107003-Y01,Side door buffer block,6,7,Y010038
5107017-Y01,PET hole sticker Φ20,2,8,Y010038
5107018-Y01,PET hole sticker Φ25,4,9,Y010038
5107019-Y01,PET hole sticker Φ30,1,10,Y010038
3400105-Y01,Steering column bushing,1,11,Y010038
5107021-Y01,40*40 m3 Square tubing plug,2,12,Y010038
6309100-Y01,Tailgate Stay Bar System,1,,Y010039
6309110-Y01,Air spring,2,1,Y010039
6309101-Y01,Mounting bracket  pneumatic stay bar  tailgate- left,1,2,Y010039
6309102-Y01,Mounting bracket  pneumatic stay bar  tailgate- right,1,3,Y010039
6309103-Y01,Ball stud  air spring,2,4,Y010039
S18606003,Hexagon bolt with flange,4,5,Y010039
6101000-Y01,Guide rail rubber coating assembly,1,,Y010040
6101760-Y01,Rubber coating assy  front guide rail  left door,1,1,Y010040
6101740-Y01,Rubber coating assy  front guide rail  right door,1,2,Y010040
6101730-Y01,Rubber coating assy  rear guide rail  left door,1,3,Y010040
6107133-Y01,Mounting block of rear triangular window-Left,1,4,Y010040
6101750-Y01,Rubber coating assy  rear guide rail  right door,1,5,Y010040
6107134-Y01,Mounting block of rear triangular window- Right,1,6,Y010040
S14606005,Hexagon bolt  spring washer and plain washer assy M6×16,14,7,Y010040
6105000-Y01,Locking Mechanism System,1,,Y010041
6105100-Y01,Electronic controlling lock  left door,1,1,Y010041
6105101-Y01,Electronic controlling lock body  left door,1,2,Y010041
6105103-Y01,Pull rod  electronic controlling lock left door,1,3,Y010041
6105105-Y01,Pull rod  electronic controlling lock cylinder  left door,1,4,Y010041
6105111-Y01,Electronic controlling lock cable  left door,1,5,Y010041
6105107-Y01,Lock catch  electronic controlling lock  door,3,6,Y010041
Q2400614,Cross recessed countersunk head screw and countersunk external toothed lock washer,6,7,Y010041
Q2580816,Cross recessed countersunk head screw and countersunk external toothed lock washer,6,8,Y010041
6105200-Y01,Electronic controlling lock system  right door,1,9,Y010041
6105102-Y01,Electronic controlling lock body  right door,1,10,Y010041
6105104-Y01,Pull rod  electronic controlling lock  right door,1,11,Y010041
6105112-Y01,Electronic controlling lock cable  right door,1,12,Y010041
5606010-Y01,Electric lock system  tailgate,1,13,Y010041
5606011-Y01,Electric lock system body  tailgate,1,14,Y010041
S14606002,Hexagon head bolt  spring washer and plain washer assy,3,15,Y010041
5606030-Y01,Pull-out system  front charging port cover,1,16,Y010041
5606032-Y01,Handle  front charging port cap lock,1,17,Y010041
S23006002,Cross recessed pan head screw  plain washer and spring washer assy,2,18,Y010041
5606033-Y01,Cap lock cable  front charging port,1,19,Y010041
